number,state,title,author,body,created_at,updated_at,merged_at,merged,comments,review_comments,commits,additions,deletions,changed_files,conversation,closed_at,title_length,body_length,has_test,has_bug,has_feature,has_document,has_improve,has_refactor,files_updated,comment_num,comment_length,total_changes,total_additions_commit,total_deletions_commit,commit_authors_count,commit_count,unique_reviewers,total_comments,first_comment_time,project
263465,closed,"add more actions to elicitation part, provide them for terminal input requests",meganrogge,"https://github.com/user-attachments/assets/60f4caf4-4bc2-4db7-9083-c7946686fcc2

",2025-08-26 19:34:34+00:00,2025-08-27T16:10:52Z,2025-08-27T16:10:51Z,True,0,12,3,72,24,5,12,2025-08-27 16:10:51+00:00,78,81,False,False,False,False,False,False,5,0,0,158,103,55,1,3,,,,vscode
263464,closed,Chat - rerender chat panel when font size is changed,lszomoru,Fixes https://github.com/microsoft/vscode/issues/263414,2025-08-26 19:23:56+00:00,2025-08-26T19:51:06Z,2025-08-26T19:51:05Z,True,0,0,1,2,0,1,0,2025-08-26 19:51:05+00:00,52,55,False,True,False,False,False,False,1,0,0,2,2,0,1,1,,,,vscode
263460,closed,Improve debugging for NES observables,benibenj,```Copilot Generated Description:``` Enhance debugging capabilities by adding names to derived observables and providing more informative error messages for invalid arguments. Adjustments made to ensure better context during debugging.,2025-08-26 19:20:08+00:00,2025-08-26T20:05:03Z,2025-08-26T20:05:02Z,True,0,0,1,45,42,12,0,2025-08-26 20:05:02+00:00,37,235,False,True,False,False,True,False,12,0,0,87,45,42,1,1,,,,vscode
263459,closed,Support excludes proposed API,benibenj,```Copilot Generated Description:``` Introduce an `excludesGroupIds` property to the inline completions provider to allow filtering of providers based on excluded group IDs. Update related interfaces and methods to accommodate this new functionality.,2025-08-26 19:09:53+00:00,2025-08-26T19:22:14Z,2025-08-26T19:22:13Z,True,0,0,1,35,6,7,0,2025-08-26 19:22:13+00:00,29,250,False,False,False,False,False,False,7,0,0,41,35,6,1,1,,,,vscode
263458,closed,fix: parse commands in chat.open commands,rwoll,"`workbench.action.chat.open` did not always trigger a parse of the input resulting in `/<prompt>` not being recognized as a prompt command when it's expected to.

If `isPartialQuery: false` (default), then the command used [`acceptInput` intead of `setInput`](https://github.com/microsoft/vscode/blob/709b8fabf55c505cbe5603ce654ecf3a8766a7a6/src/vs/workbench/contrib/chat/browser/actions/chatActions.ts#L244) only the latter of which will trigger a [re-parse of the query](https://github.com/microsoft/vscode/blob/709b8fabf55c505cbe5603ce654ecf3a8766a7a6/src/vs/workbench/contrib/chat/browser/chatWidget.ts#L1640) to critcially turn [`/<prompt>` into a `ChatRequestSlashPromptPart`](https://github.com/microsoft/vscode/blob/d2ff8d16065d4748b8a205bfebdc98d7d76f7864/src/vs/workbench/contrib/chat/common/chatRequestParser.ts#L231).

**Reviewers**: There's a few places `acceptInput` is called with a query in the codebase. It's not clear to me if the others have the same issue or if always triggering a re-parse would double parse.
",2025-08-26 19:01:28+00:00,2025-08-26T20:51:54Z,2025-08-26T20:51:53Z,True,0,4,1,5,4,1,4,2025-08-26 20:51:53+00:00,41,1031,False,True,False,False,False,False,1,0,0,9,5,4,1,1,,,,vscode
263456,closed,Add padding to quick input buttons,TylerLeonhardt,"Fixes https://github.com/microsoft/vscode/issues/262269

<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-08-26 18:56:31+00:00,2025-08-26T19:08:27Z,2025-08-26T19:08:26Z,True,0,0,1,4,0,1,0,2025-08-26 19:08:26+00:00,34,401,False,True,False,False,False,False,1,0,0,4,4,0,1,1,,,,vscode
263455,closed,Chat - adopt fontSize setting for UI elements,lszomoru,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-08-26 18:48:54+00:00,2025-08-26T19:00:49Z,2025-08-26T19:00:48Z,True,0,0,1,33,20,3,0,2025-08-26 19:00:48+00:00,45,344,False,False,False,False,False,False,3,0,0,53,33,20,1,1,,,,vscode
263452,closed,Fix SI double install issue in pwsh,Tyriar,"Fixes #255699

<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-08-26 18:44:32+00:00,2025-08-27T15:01:04Z,2025-08-27T15:01:03Z,True,0,0,1,1,1,1,0,2025-08-27 15:01:03+00:00,35,359,False,True,False,False,False,False,1,0,0,2,1,1,1,1,,,,vscode
263451,closed,"Allow configuring userDataDir, ExtensionDir, & usage of in-memory Secret Storage",TylerLeonhardt,"ref https://github.com/microsoft/vscode/issues/262164

<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-08-26 18:41:13+00:00,2025-08-27T19:31:29Z,2025-08-27T19:31:28Z,True,1,4,2,57,87,10,5,2025-08-27 19:31:28+00:00,80,399,False,False,False,False,False,False,10,1,121,144,57,87,1,2,1.0,1.0,2025-08-27T19:02:00Z,vscode
263448,closed,forward participant information from chat sessions history,joshspicer,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-08-26 18:25:16+00:00,2025-08-26T18:37:43Z,2025-08-26T18:37:42Z,True,0,0,1,13,8,5,0,2025-08-26 18:37:42+00:00,58,344,False,False,False,False,False,False,5,0,0,21,13,8,1,1,,,,vscode
263446,closed,Change chat session icons,osortega,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->

Icon changes for chat sessions provided by extensions",2025-08-26 17:53:36+00:00,2025-08-26T18:11:01Z,2025-08-26T18:10:59Z,True,0,0,1,32,54,6,0,2025-08-26 18:10:59+00:00,25,398,False,False,False,False,False,False,6,0,0,86,32,54,1,1,,,,vscode
263438,closed,add output monitoring for foreground terminals,meganrogge,"fixes #262933 

Testing:
Rich ✅ 
Basic ✅ 
None ✅ ",2025-08-26 17:08:03+00:00,2025-08-26T21:33:00Z,2025-08-26T21:32:59Z,True,0,2,11,41,18,5,2,2025-08-26 21:32:59+00:00,46,49,False,True,False,False,False,False,5,0,0,221,122,99,1,11,,,,vscode
263432,closed,update locked coding agent welcome message,joshspicer,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-08-26 16:22:36+00:00,2025-08-26T18:21:02Z,2025-08-26T18:21:00Z,True,0,0,1,13,3,1,0,2025-08-26 18:21:00+00:00,42,344,False,False,False,False,False,False,1,0,0,16,13,3,1,1,,,,vscode
263422,closed,Support org governed mcp registry endpoint and access restrictions,sandy081,"@connor4312 - While adopting to org governed mcp server access restrictions, I have intrdouced a new mcp access setting - `chat.mcp.access`. I have deprecated/removed the existing `chat.mcp.enabled` setting in favour of this. ",2025-08-26 15:12:21+00:00,2025-08-26T15:24:22Z,2025-08-26T15:24:21Z,True,0,0,1,189,53,15,0,2025-08-26 15:24:21+00:00,66,226,False,False,False,False,False,False,15,0,0,242,189,53,1,1,,,,vscode
263415,closed,Finalize LM API,lramos15,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
Complete #250007",2025-08-26 13:17:50+00:00,2025-09-03T18:12:46Z,2025-08-27T17:25:34Z,True,0,38,13,236,211,11,38,2025-08-27 17:25:34+00:00,15,360,False,False,False,False,False,False,11,3,179,6759,4109,2650,1,13,2.0,3.0,2025-08-26T23:12:13Z,vscode
263410,closed,allow policy config to compute the policy value for account based policies,sandy081,,2025-08-26 12:57:03+00:00,2025-08-26T14:05:49Z,2025-08-26T13:38:22Z,True,0,1,1,74,128,10,1,2025-08-26 13:38:22+00:00,74,0,False,False,False,False,False,False,10,1,62,202,74,128,1,1,1.0,1.0,2025-08-26T14:05:49Z,vscode
263403,open,Adding font info in colorTokenCustomization,aiday-mar,,2025-08-26 10:52:40+00:00,2025-09-01T15:53:40Z,,False,0,0,16,283,51,37,0,,43,0,False,False,False,False,False,False,37,0,0,868,550,318,1,16,,,,vscode
263396,closed,Add chat sparkle icons for warning and error states,mrleemurray,Introduce new icons for chat warning and error states to enhance user feedback.,2025-08-26 10:15:33+00:00,2025-09-23T02:33:01Z,2025-08-26T13:45:19Z,True,3,0,1,2,0,2,3,2025-08-26 13:45:19+00:00,51,79,False,False,False,False,False,False,2,3,156,2,2,0,1,1,1.0,3.0,2025-08-26T12:31:16Z,vscode
263387,open,Fix tabstop calc in tokenizeLineToHTML(),barroit,Fixes https://github.com/microsoft/vscode/issues/263386,2025-08-26 08:15:15+00:00,2025-08-26T09:12:54Z,,False,1,0,1,19,10,1,1,,40,55,False,True,False,False,False,False,1,1,1145,29,19,10,1,1,1.0,1.0,2025-08-26T08:16:02Z,vscode
263383,open,fix (macos): app not closing on cmd+q (only windows close),chrispalmo,"## Steps to Reproduce:

1. Open VS Code on macOS.
Press Cmd + Q to quit the app.
2. Observe:
    - All windows close.
    - The app remains in the dock and Cmd + Tab app switcher.
    - Pressing Cmd + Q again results in a screen flash and error sound (if system if configured to alert on os error)
    - Only way to fully quit is via the ""Code"" menu → ""Quit Visual Studio Code"".

## Does this issue occur when all extensions are disabled?:
Yes

## System info

Version: 1.100.1
Commit: https://github.com/microsoft/vscode/commit/91fa95bccb027ece6a968589bb1d662fa9c8e170
Date: 2025-05-09T15:43:50.040Z (1 wk ago)
Electron: 34.5.1
ElectronBuildId: 11369351
Chromium: 132.0.6834.210
Node.js: 20.19.0
V8: 13.2.152.41-electron.0
OS: Darwin arm64 24.4.0

## Previously

This issue was posted here <https://github.com/microsoft/vscode/issues/249179> and closed then crash report data was not provided. This isn't a crash, however. Just a UX bug.",2025-08-26 07:27:13+00:00,2025-08-27T05:03:37Z,,False,3,0,2,176,1,2,3,,58,938,False,True,False,True,False,False,2,3,661,201,193,8,1,2,2.0,3.0,2025-08-26T07:30:07Z,vscode
263378,closed,refactor: rename and extend agent registration to include built-in agents,bhavyaus,,2025-08-26 06:26:05+00:00,2025-08-26T06:41:03Z,2025-08-26T06:41:01Z,True,0,0,1,16,6,1,0,2025-08-26 06:41:01+00:00,73,0,False,False,False,False,False,True,1,0,0,22,16,6,1,1,,,,vscode
263377,closed,fix: update z-index for chat todo list widget,bhavyaus,"Fixes:
https://github.com/microsoft/vscode/issues/262937",2025-08-26 06:12:30+00:00,2025-08-26T12:23:08Z,2025-08-26T06:39:51Z,True,1,0,1,1,1,1,1,2025-08-26 06:39:51+00:00,45,56,False,True,False,False,False,False,1,1,11,2,1,1,1,1,1.0,1.0,2025-08-26T12:23:08Z,vscode
263373,closed,Fix terminal link disposable leak ,anthonykim1,Resolves: https://github.com/microsoft/vscode/issues/252302 ,2025-08-26 05:34:15+00:00,2025-08-27T16:07:08Z,2025-08-27T15:56:36Z,True,2,10,8,10,12,1,12,2025-08-27 15:56:36+00:00,34,60,False,True,False,False,False,False,1,3,653,68,33,35,1,8,2.0,3.0,2025-08-26T20:00:05Z,vscode
263369,closed,Add configurable prompt file suggestions with when-clause support,digitarald,"## Summary

This PR introduces a new `promptFilesRecommendations` configuration setting that allows users to configure which prompt files should be suggested in the chat welcome view based on contextual when-clause expressions or simple boolean values.

<img width=""1102"" height=""681"" alt=""image"" src=""https://github.com/user-attachments/assets/10b090bf-ae5b-4fec-a772-d8536276c01a"" />

cc @eli-w-king 

## Key Features

- **Contextual suggestions**: Configure prompt files to appear based on file type, language, or other VS Code context
- **Flexible configuration**: Support both boolean values (`true`/`false`) and when-clause expressions
- **Smart caching**: Async loading of prompt descriptions to avoid blocking UI rendering
- **Unified experience**: Suggestions now work in both experimental and regular welcome views

## Configuration Example

```json
{
  ""promptFilesRecommendations"": {
    ""plan"": true,                            // Always suggest
    ""a11y-audit"": ""resourceExtname == .html"", // Only for HTML files  
    ""document"": ""resourceLangId == markdown"", // Only for Markdown files
    ""debug"": false                           // Never suggest
  }
}
```

## Implementation Details

### Configuration Schema
- Added proper JSON schema with `oneOf` constraints supporting mixed boolean/string types
- Comprehensive validation and error handling for when-clause parsing
- Experimental tag with clear documentation and examples

### UI Integration
- Enhanced `ChatWidget` with intelligent prompt suggestion logic
- Added description caching to avoid async calls during rendering
- Graceful fallback when descriptions fail to load

### Welcome View Improvements
- Moved suggested prompts rendering outside experimental-only blocks
- Updated re-render logic to account for prompt suggestion changes
- Added helpful onboarding message when no agent-specific welcome exists

## Testing

- ✅ Configuration parsing handles various input types correctly
- ✅ When-clause evaluation integrates properly with VS Code context system
- ✅ Error handling gracefully degrades on invalid configurations
- ✅ UI updates correctly when suggestions change

## Related Issues

Enhances the reusable prompts feature by making suggestions context-aware and user-configurable.

## Breaking Changes

None - this is an additive feature with sensible defaults.",2025-08-26 04:47:13+00:00,2025-08-30T05:50:05Z,2025-08-30T05:50:04Z,True,3,5,5,310,59,5,8,2025-08-30 05:50:04+00:00,65,2350,False,True,True,True,True,False,5,4,1592,431,341,90,1,5,3.0,4.0,2025-08-26T08:14:58Z,vscode
263358,closed,core: update thinking part shape for responses api,justschen,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->

fix https://github.com/microsoft/vscode/issues/262994

<img width=""400"" height=""400"" alt=""329-Vibrava"" src=""https://github.com/user-attachments/assets/b5836524-c019-4a9e-bcd4-1ebb120dcdd2"" />

",2025-08-26 00:35:34+00:00,2025-08-26T22:12:58Z,2025-08-26T01:03:39Z,True,1,4,3,30,30,8,5,2025-08-26 01:03:39+00:00,50,538,False,True,False,False,False,False,8,0,0,1694,1015,679,2,3,,,,vscode
263357,closed,Codespace laughing fortnight v9xj7rp7r7qfppjx,Axiaobo7788,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-08-26 00:35:22+00:00,2025-08-26T00:38:54Z,,False,0,0,2,2,0,1,0,2025-08-26 00:35:54+00:00,45,344,False,False,False,False,False,False,1,0,0,2,2,0,1,1,,,,vscode
263350,closed,Adding timing to chat sessions API and grouping,osortega,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->

Adding `timing` to chat sessions API and group them in the UI",2025-08-25 23:33:43+00:00,2025-08-26T00:15:42Z,2025-08-26T00:15:39Z,True,0,2,2,226,20,5,2,2025-08-26 00:15:39+00:00,47,406,False,False,False,False,False,False,5,1,57,252,229,23,1,2,1.0,1.0,2025-08-25T23:39:19Z,vscode
263344,closed,forward chatConfirmationContentPart location,joshspicer,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->

Needed as our dynamic agent for chat sessions were getting filtered out because of an unexpected location
https://github.com/microsoft/vscode/blob/86456e40b6e24f3ce92cac7f66389c2878eee2b5/src/vs/workbench/contrib/chat/common/chatRequestParser.ts#L129-L131",2025-08-25 22:42:37+00:00,2025-08-25T22:54:57Z,2025-08-25T22:54:56Z,True,0,0,2,1,2,3,0,2025-08-25 22:54:56+00:00,44,600,False,False,False,False,False,False,3,0,0,3,1,2,1,2,,,,vscode
263343,closed,fix working progress flickering,justschen,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->

fix https://github.com/microsoft/vscode/issues/263186#issuecomment-3220057782",2025-08-25 22:34:15+00:00,2025-08-25T22:52:39Z,2025-08-25T22:52:39Z,True,1,0,1,1,1,1,1,2025-08-25 22:52:39+00:00,31,422,False,True,False,False,False,False,1,0,0,2,1,1,1,1,,,,vscode
263340,open,"adopt new version of tas-client, no longer use ""umd"" variant",sbatten,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-08-25 22:30:53+00:00,2025-08-25T22:31:03Z,,False,0,0,1,36,39,10,0,,60,344,False,False,False,False,False,False,10,0,0,75,36,39,1,1,,,,vscode
263335,closed,Enable diff view between worktree and main repository,nguyenchristy,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->

<img width=""883"" height=""486"" alt=""Screenshot 2025-08-25 142801"" src=""https://github.com/user-attachments/assets/d4e64aa4-c574-4220-bdae-e99416ef557f"" />
LEFT side is main repository and RIGHT side is worktree
<img width=""1592"" height=""824"" alt=""Screenshot 2025-08-25 142747"" src=""https://github.com/user-attachments/assets/67f90e42-d0e5-48af-b11e-5dd651fdda5e"" />
",2025-08-25 21:30:19+00:00,2025-08-28T23:52:56Z,,False,0,0,8,168,13,5,0,2025-08-28 23:52:56+00:00,53,710,False,False,False,False,False,False,5,0,0,255,205,50,1,8,,,,vscode
263325,closed,attempt to fix chat input completions,conradkoh,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
# Fix #-mentions search for files and folder backspace bug

## Reproduction Steps
- have a folder called test with a file called index.md
- user types #t and ""test"" shows up as a result
- user blackspaces
- user types #t again

expected:
- ""test"" folder should show

actual:
- nothing shows

---

Additionally, you can see a large variance in search results with you type a part of a filename (e.g ""hel"" attempting to match a file called ""hello.js""). When you first start typing, the results show quite well. Once to backspace, immediately all relevant values drop off.

---
Apologies in advance, I have not tested this and I am hoping to get some help to understand how to do that.",2025-08-25 19:59:05+00:00,2025-09-08T08:51:52Z,,False,4,0,1,3,2,1,4,2025-09-08 08:51:21+00:00,37,1026,False,True,False,False,False,False,1,4,1251,5,3,2,1,1,3.0,4.0,2025-09-02T06:57:23Z,vscode
263322,closed,Fix shell integration link in terminal progress part,Tyriar,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-08-25 19:47:32+00:00,2025-08-25T19:59:29Z,2025-08-25T19:59:27Z,True,0,0,1,7,0,1,0,2025-08-25 19:59:27+00:00,52,344,False,True,False,False,False,False,1,0,0,7,7,0,1,1,,,,vscode
263321,closed,"rm focus confirmation action from menu, change keybinding",meganrogge,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-08-25 19:43:35+00:00,2025-08-25T19:57:06Z,2025-08-25T19:57:05Z,True,0,0,1,3,10,1,0,2025-08-25 19:57:05+00:00,57,344,False,False,False,False,False,False,1,0,0,13,3,10,1,1,,,,vscode
263317,open,[WIP] Two line chat session description,osortega,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-08-25 19:09:16+00:00,2025-08-26T23:06:58Z,,False,0,0,50,3344,2538,147,0,,39,344,False,False,False,False,False,False,147,0,0,49183,41274,7909,16,30,,,,vscode
263314,closed,tools: implement 'skip' for tool calls in place of cancel,connor4312,"Closes https://github.com/microsoft/vscode/issues/259534

<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-08-25 18:53:57+00:00,2025-08-25T19:06:11Z,2025-08-25T19:06:10Z,True,0,0,1,28,30,4,0,2025-08-25 19:06:10+00:00,57,402,False,False,False,False,False,False,4,0,0,58,28,30,1,1,,,,vscode
263307,closed,mcp: add a skip action to autostart,connor4312,"Closes https://github.com/microsoft/vscode/issues/263306

<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-08-25 18:04:01+00:00,2025-08-25T18:27:19Z,2025-08-25T18:27:18Z,True,0,0,1,6,3,1,0,2025-08-25 18:27:18+00:00,35,402,False,False,False,False,False,False,1,0,0,9,6,3,1,1,,,,vscode
263304,closed,Update build TS versions,mjbvz,,2025-08-25 17:32:48+00:00,2025-08-25T17:55:55Z,2025-08-25T17:55:54Z,True,1,2,1,73,75,5,3,2025-08-25 17:55:54+00:00,24,0,False,False,False,False,False,False,5,0,0,148,73,75,1,1,,,,vscode
263299,closed,Chat - add fontSize and fontFamily settings,lszomoru,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-08-25 16:38:08+00:00,2025-08-25T19:50:24Z,2025-08-25T19:50:23Z,True,1,0,3,38,7,4,1,2025-08-25 19:50:23+00:00,43,344,False,False,False,False,False,False,4,2,72,40580,36079,4501,1,3,1.0,2.0,2025-08-25T19:25:07Z,vscode
263298,closed,First pass at disabling tools that aren't useful for this MCP flow,TylerLeonhardt,"And enable the multiplexer server

<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
Also add the playwright.instructions.md file",2025-08-25 16:25:05+00:00,2025-08-25T18:46:21Z,2025-08-25T18:46:20Z,True,0,0,6,1229,1154,20,0,2025-08-25 18:46:20+00:00,66,423,False,False,False,False,False,False,20,0,0,2485,1280,1205,1,6,,,,vscode
263292,closed,Enable terminal sticky scroll as default true in both stable and insiders,anthonykim1,"Resolves: https://github.com/microsoft/vscode/issues/209003

With only https://github.com/microsoft/vscode/issues/198116 and https://github.com/microsoft/vscode/issues/240296 remaining under `terminal-sticky-scroll` label, shall we have default to true, and have more folks in stable try out.",2025-08-25 16:10:28+00:00,2025-08-26T12:57:37Z,2025-08-25T18:00:54Z,True,2,0,3,1,2,1,2,2025-08-25 18:00:54+00:00,73,292,False,False,False,False,False,False,1,3,259,5,2,3,1,3,2.0,3.0,2025-08-25T17:41:45Z,vscode
263284,closed,SCM - fix regression for showing the provider type,lszomoru,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-08-25 15:24:56+00:00,2025-08-25T15:37:02Z,2025-08-25T15:37:01Z,True,0,0,1,8,0,1,0,2025-08-25 15:37:01+00:00,50,344,False,True,False,False,False,False,1,0,0,8,8,0,1,1,,,,vscode
263265,closed,"Revert ""SCM - add trace logging to the active repository controller to track down stale status bar items (#259804)""",lszomoru,"This reverts commit 9224064ac81a14e11073826ff20a7fe9f6a68dfb.

<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-08-25 13:57:12+00:00,2025-08-25T14:20:34Z,2025-08-25T14:20:33Z,True,0,1,1,1,14,2,1,2025-08-25 14:20:33+00:00,115,407,False,False,False,False,False,False,2,0,0,15,1,14,1,1,,,,vscode
263262,closed,Improve gh fig spec,Tyriar,"- Fork into our repo
- Pull updates from https://github.com/withfig/autocomplete/pull/2600
- Add PR and PR open icons
- Map fig's `displayName` to our `detail` so it shows on right

<img width=""1182"" height=""584"" alt=""image"" src=""https://github.com/user-attachments/assets/fbcacb9f-2bb0-436a-8d2f-f764bb5bae37"" />
",2025-08-25 13:39:25+00:00,2025-08-25T13:59:39Z,2025-08-25T13:59:37Z,True,0,0,3,229,40,9,0,2025-08-25 13:59:38+00:00,19,314,False,False,False,False,True,False,9,0,0,275,232,43,1,3,,,,vscode
263258,closed,Change continue to allow for all tool confirmations,Tyriar,Fixes #263257,2025-08-25 13:03:03+00:00,2025-08-25T13:15:08Z,2025-08-25T13:15:07Z,True,1,0,1,19,19,3,1,2025-08-25 13:15:07+00:00,51,13,False,True,False,False,False,False,3,1,25,38,19,19,1,1,1.0,1.0,2025-08-25T13:03:16Z,vscode
263248,closed,Remove truncated preview from full command line option,Tyriar,"Fixes #261648

<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://github.com/microsoft/vscode/wiki/How-to-Contribute#pull-requests
* Associate an issue with the Pull Request.
* Ensure that the code is up-to-date with the `main` branch.
* Include a description of the proposed changes and how to test them.
-->
",2025-08-25 12:46:30+00:00,2025-08-25T13:04:49Z,2025-08-25T13:04:48Z,True,0,0,2,5,7,2,0,2025-08-25 13:04:48+00:00,54,359,False,True,False,False,False,False,2,0,0,12,5,7,1,2,,,,vscode
