pr_number,title,state,merged,created_at,closed_at,updated_at,author,author_is_collaborator,additions,deletions,changed_files,commits,comments,review_comments,file_types_count,directories_count,total_changes,first_review_at,time_to_close_days,response_time_days,review_count,approval_count,change_request_count,reviewer_count,test_files_count,test_changes,doc_files_count,config_files_count,title_length,description_length,has_description,label_count,milestone,is_fork,ahead_by,behind_by,mergeable,mergeable_state,rebaseable,assignees_count,has_test,has_bug,has_feature,has_improve,has_document,has_refactor,directories,language_types,file_types,lines_added,lines_deleted,segs_added,segs_deleted,segs_changed,files_added,files_deleted,files_changed,change_num,files_modified,is_core_member,prev_PRs,title_words,body_words
262567,Simplify `actionHandler` argument for rendering markdown,closed,True,2025-08-20 20:48:16,2025-08-20 21:50:54,2025-08-20 21:50:54,mjbvz,0.0,124,171,17,1,1,0,1.0,14.0,295,,0.04349537037037037,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,56,204,True,0.0,August 2025,1.0,,,,unknown,,1.0,False,False,False,False,False,False,14.0,,,124,171,57.0,60.0,32.0,0.0,0.0,17,295,17.0,0.0,8.0,6,34
262568,Fix leak with rename widget,closed,True,2025-08-20 20:48:59,2025-08-20 21:12:32,2025-08-20 21:12:33,mjbvz,0.0,4,4,1,1,1,0,1.0,1.0,8,,0.01635416666666667,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,27,344,True,0.0,August 2025,1.0,,,,unknown,,1.0,False,True,False,False,False,False,1.0,,,4,4,5.0,5.0,1.0,0.0,0.0,1,8,1.0,0.0,8.0,5,49
262573,tool picker with toolsets,closed,True,2025-08-20 20:53:55,2025-08-21 09:44:46,2025-08-21 09:44:47,aeschli,0.0,233,247,4,3,0,0,1.0,3.0,550,,0.5353125,,2.0,1.0,0.0,1.472222222222222,1.0,,0.0,0.0,25,55,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,True,False,False,False,False,3.0,,,233,247,41.0,38.0,16.0,0.0,0.0,4,550,4.0,0.0,0.0,4,2
262576,consolidate `toolResultDetailsFromResponse`,closed,True,2025-08-20 21:07:14,2025-08-20 21:28:22,2025-08-20 21:28:23,meganrogge,0.0,32,44,4,1,0,0,1.0,1.0,76,,0.01467592592592593,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,43,0,False,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,1.0,,,32,44,11.0,10.0,7.0,1.0,0.0,4,76,3.0,0.0,6.0,2,0
262579,`assistant` -> `user`,closed,True,2025-08-20 21:11:01,2025-08-20 21:32:06,2025-08-20 21:32:06,meganrogge,0.0,1,1,1,1,0,0,1.0,1.0,2,,0.0146412037037037,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,21,344,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,1.0,,,1,1,2.0,2.0,1.0,0.0,0.0,1,2,1.0,0.0,6.0,3,49
262585,integrate bufferOutputPolling into outputMonitor,closed,True,2025-08-20 21:32:46,2025-08-21 19:12:08,2025-08-21 19:36:03,meganrogge,0.0,453,80,6,11,0,16,1.0,4.0,1891,,0.902337962962963,,9.0,1.0,0.0,1.472222222222222,1.0,,0.0,0.0,48,344,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,4.0,,,453,80,17.0,13.0,10.0,4.0,1.0,6,1891,1.0,0.0,6.0,4,49
262586,Mention debugging of the server,closed,True,2025-08-20 21:43:13,2025-08-20 21:59:28,2025-08-20 21:59:28,TylerLeonhardt,0.0,19,0,2,1,0,0,2.0,2.0,19,,0.01128472222222222,,1.0,1.0,0.0,1.472222222222222,1.0,,1.0,1.0,31,344,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,True,False,False,False,False,2.0,,,19,0,4.0,2.0,2.0,0.0,0.0,2,19,2.0,0.0,1.0,5,49
262588,Implements inlineSuggest.experimental.showOnSuggestConflict,closed,True,2025-08-20 21:56:37,2025-08-20 22:08:31,2025-08-21 08:34:33,hediet,0.0,54,10,3,1,0,0,1.0,2.0,64,,0.008263888888888888,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,1.0,59,183,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,2.0,,,54,10,14.0,6.0,11.0,0.0,0.0,3,64,3.0,0.0,0.0,2,6
262589,Improved debug locations,closed,True,2025-08-20 21:57:18,2025-08-20 22:13:11,2025-08-20 22:13:12,hediet,0.0,6,5,2,1,0,0,1.0,2.0,11,,0.01103009259259259,,2.0,2.0,0.0,1.472222222222222,0.0,,0.0,0.0,24,0,False,0.0,August 2025,0.0,,,,unknown,,1.0,False,True,False,True,False,False,2.0,,,6,5,7.0,7.0,4.0,0.0,0.0,2,11,2.0,0.0,0.0,3,0
262591,Install deps in mcp,closed,True,2025-08-20 22:02:35,2025-08-20 22:31:55,2025-08-20 22:31:56,TylerLeonhardt,0.0,1,0,1,1,0,0,1.0,1.0,1,,0.02037037037037037,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,19,360,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,1.0,,,1,0,2.0,1.0,1.0,0.0,0.0,1,1,1.0,0.0,1.0,4,52
262593,Change upArrowNavigatesHistory back,closed,True,2025-08-20 22:08:24,2025-08-20 23:59:31,2025-08-21 04:11:47,Tyriar,0.0,1,1,1,1,0,0,1.0,1.0,2,,0.07716435185185185,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,1.0,35,359,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,True,False,False,False,False,1.0,,,1,1,2.0,2.0,1.0,0.0,0.0,1,2,1.0,0.0,10.0,3,51
262594,More clean up to MarkdownRenderer,closed,True,2025-08-20 22:17:19,2025-08-20 22:33:43,2025-08-20 22:33:43,mjbvz,0.0,58,76,9,1,1,0,1.0,9.0,134,,0.01138888888888889,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,33,443,True,0.0,August 2025,1.0,,,,unknown,,1.0,False,False,False,False,False,False,9.0,,,58,76,27.0,33.0,19.0,0.0,0.0,9,134,9.0,0.0,8.0,5,66
262608,Use unattached chat editor for initial prompt,closed,True,2025-08-20 23:48:04,2025-08-21 01:04:36,2025-08-21 01:04:37,joshspicer,0.0,38,29,3,1,0,0,1.0,1.0,67,,0.05314814814814815,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,45,775,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,1.0,,,38,29,11.0,10.0,6.0,0.0,0.0,3,67,3.0,0.0,0.0,7,119
262611,Avoid rerendering welcome content unnecessarily,closed,True,2025-08-21 00:15:34,2025-08-21 00:45:13,2025-08-21 00:45:13,roblourens,0.0,33,22,2,1,0,0,1.0,2.0,55,,0.02059027777777778,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,47,357,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,2.0,,,33,22,14.0,7.0,7.0,0.0,0.0,2,55,2.0,0.0,1.0,5,51
262619,Update todo lists  auto collapse,closed,True,2025-08-21 02:14:20,2025-08-21 02:43:54,2025-08-21 02:43:55,bhavyaus,0.0,183,85,5,3,0,0,1.0,4.0,450,,0.02053240740740741,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,32,0,False,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,4.0,,,183,85,22.0,16.0,17.0,1.0,0.0,5,450,4.0,0.0,1.0,5,0
262636,Hide next notebook cell edits when changing focus,closed,True,2025-08-21 04:03:28,2025-08-21 06:19:28,2025-08-21 06:19:29,DonJayamanne,0.0,14,2,1,1,0,0,1.0,1.0,16,,0.09444444444444444,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,49,397,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,1.0,,,14,2,4.0,3.0,3.0,0.0,0.0,1,16,1.0,0.0,2.0,8,51
262638,Update instructions for builds,closed,True,2025-08-21 04:26:42,2025-08-25 06:50:22,2025-08-25 06:50:24,digitarald,0.0,133,25,3,3,1,0,1.0,2.0,172,2025-08-21 05:47:26,4.099768518518519,0.05606481481481482,3.0,1.0,2.0,2.0,0.0,,3.0,0.0,30,235,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,2.0,,,133,25,5.0,4.0,3.0,1.0,1.0,3,172,1.0,0.0,0.0,4,36
262648,Use context for line breaks computation ,open,False,2025-08-21 07:42:26,,2025-09-02 13:52:24,aiday-mar,,425,596,14,265,1,4,,,85508,2025-08-25 14:01:23,,4.263159722222222,,,,1.0,,,,,40,344,True,,,,,,,,,,False,False,False,False,False,False,,,,425,596,169.0,167.0,75.0,,,14,85508,,,,6,49
262656,migrate worktree changes,closed,True,2025-08-21 08:17:37,2025-08-28 14:57:26,2025-08-28 14:57:28,nguyenchristy,0.0,82,0,3,6,0,8,2.0,2.0,156,2025-08-22 11:33:03,7.277650462962963,1.135717592592593,10.0,1.0,1.0,1.0,0.0,,0.0,2.0,24,444,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,2.0,,,82,0,7.0,3.0,4.0,0.0,0.0,3,156,3.0,0.0,0.0,3,56
262671,Accepting the NES in one cell should dismiss NES suggestion in other,closed,True,2025-08-21 09:48:03,2025-08-21 10:07:48,2025-08-21 10:07:49,DonJayamanne,0.0,32,8,1,1,0,0,1.0,1.0,40,,0.01371527777777778,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,68,590,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,1.0,,,32,8,5.0,4.0,1.0,0.0,0.0,1,40,1.0,0.0,2.0,12,92
262673,Add comment discussion sparkle icon to codicons library,closed,True,2025-08-21 10:25:05,2025-08-21 11:24:30,2025-08-21 11:24:31,mrleemurray,0.0,1,0,2,1,0,0,2.0,2.0,1,,0.04126157407407408,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,55,69,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,2.0,,,1,0,2.0,1.0,1.0,0.0,0.0,2,1,2.0,0.0,0.0,8,11
262682,Update for-in loop snippet with `Object.hasOwn()`,closed,True,2025-08-21 12:02:43,2025-08-22 05:57:38,2025-08-22 06:48:39,Da-nie-elT,0.0,10,8,2,3,1,0,1.0,2.0,26,2025-08-21 12:05:02,0.7464699074074074,0.001608796296296296,2.0,2.0,0.0,2.0,0.0,,0.0,0.0,49,795,True,0.0,August 2025,1.0,,,,unknown,,1.0,False,False,False,False,True,False,2.0,,,10,8,4.0,4.0,2.0,0.0,0.0,2,26,2.0,0.0,,6,100
262691,Increase gutter view port padding to 2px,closed,True,2025-08-21 12:30:06,2025-08-21 12:42:04,2025-08-21 12:42:05,benibenj,0.0,1,1,1,1,0,0,1.0,1.0,2,,0.008310185185185184,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,40,55,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,True,False,False,False,False,1.0,,,1,1,2.0,2.0,1.0,0.0,0.0,1,2,1.0,0.0,2.0,7,2
262700,chat - tweaks to setting wording,closed,True,2025-08-21 13:26:53,2025-08-21 13:41:05,2025-08-21 13:41:06,bpasero,0.0,1,1,1,1,0,0,1.0,1.0,2,,0.00986111111111111,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,32,344,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,1.0,,,1,1,2.0,2.0,1.0,0.0,0.0,1,2,1.0,0.0,1.0,6,49
262703,Distinguish variables and functions colours in Solarized Light/Dark t…,open,False,2025-08-21 13:51:21,,2025-08-24 09:35:13,zandiarash,0.0,4,2,2,1,0,0,1.0,2.0,6,,,,,,,1.472222222222222,0.0,,0.0,2.0,70,86,True,0.0,,1.0,,,,unknown,,1.0,False,False,False,False,False,False,2.0,,,4,2,4.0,4.0,2.0,0.0,0.0,2,6,2.0,0.0,0.0,9,6
262704,chat: use language model metadata when restoring persisted default model (fixes included models fallback),closed,False,2025-08-21 13:52:07,2025-08-22 12:02:08,2025-08-22 13:13:25,parsasabetz,0.0,8,2,1,3,4,0,1.0,1.0,2925,2025-08-22 12:02:08,0.9236226851851852,0.9236226851851852,,,,2.0,0.0,,0.0,0.0,105,1680,True,1.0,,1.0,,,,unknown,,1.0,False,True,False,False,False,False,1.0,,,8,2,3.0,3.0,1.0,0.0,0.0,1,2925,1.0,0.0,0.0,14,216
262709,chat - keep `hidden: true` if setting defined as such irrespective of extension installation,closed,True,2025-08-21 14:25:06,2025-08-21 14:49:04,2025-08-21 14:49:05,bpasero,0.0,7,6,3,2,0,0,1.0,3.0,13,,0.01664351851851852,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,92,344,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,3.0,,,7,6,7.0,5.0,3.0,0.0,0.0,3,13,3.0,0.0,1.0,14,49
262717,Using an inline decorations computer,open,False,2025-08-21 14:59:48,,2025-09-08 08:56:05,aiday-mar,0.0,318,242,9,257,0,0,1.0,4.0,83331,,,,,,,1.472222222222222,1.0,,0.0,0.0,36,344,True,0.0,Backlog,0.0,,,,unknown,,1.0,False,False,False,False,False,False,4.0,,,318,242,49.0,48.0,20.0,0.0,0.0,9,83331,9.0,0.0,0.0,5,49
262720,Always rerender experimental welcome view as temporary fix,closed,True,2025-08-21 15:14:42,2025-08-21 15:26:46,2025-08-21 15:26:47,roblourens,0.0,4,3,1,1,0,0,1.0,1.0,7,,0.00837962962962963,,2.0,2.0,0.0,1.472222222222222,0.0,,0.0,0.0,58,357,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,True,False,False,False,False,1.0,,,4,3,4.0,4.0,4.0,0.0,0.0,1,7,1.0,0.0,1.0,8,51
262721,update codeowners,closed,True,2025-08-21 15:17:38,2025-08-21 15:29:46,2025-08-21 15:29:47,joaomoreno,0.0,5,0,1,1,0,0,0.0,1.0,5,,0.008425925925925925,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,17,344,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,1.0,,,5,0,2.0,1.0,1.0,0.0,0.0,1,5,1.0,0.0,1.0,2,49
262731,tools: handle chat ConfirmationOutcome correctly in lm tool service,closed,True,2025-08-21 15:44:30,2025-08-21 15:56:30,2025-08-21 15:56:31,connor4312,0.0,2,2,1,1,0,0,1.0,1.0,4,,0.008333333333333333,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,67,344,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,1.0,,,2,2,3.0,3.0,1.0,0.0,0.0,1,4,1.0,0.0,0.0,9,49
262732,fix task leak,closed,True,2025-08-21 15:44:38,2025-08-21 19:48:43,2025-08-21 19:48:44,meganrogge,0.0,4,1,1,2,0,1,1.0,1.0,7,,0.1695023148148148,,2.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,13,11,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,True,False,False,False,False,1.0,,,4,1,2.0,2.0,1.0,0.0,0.0,1,7,1.0,0.0,6.0,3,2
262734,update todo tooltip hover description,closed,True,2025-08-21 15:46:15,2025-08-21 16:23:25,2025-08-21 16:23:26,bhavyaus,0.0,9,0,1,1,0,0,1.0,1.0,9,,0.02581018518518519,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,37,0,False,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,1.0,,,9,0,5.0,1.0,3.0,0.0,0.0,1,9,1.0,0.0,1.0,5,0
262736,Update BYOK API with more feedback,closed,True,2025-08-21 15:50:27,2025-08-21 17:06:50,2025-08-21 17:06:51,lramos15,0.0,31,25,3,4,0,0,1.0,3.0,2515,,0.05304398148148148,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,34,377,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,3.0,,,31,25,15.0,15.0,10.0,0.0,0.0,3,2515,3.0,0.0,1.0,6,53
262740,Per-item truncation for Inlay Hints,open,False,2025-08-21 16:30:27,,2025-09-03 08:24:19,jackrobertscott,0.0,30,1,2,2,1,0,1.0,2.0,40,2025-08-21 16:36:10,,0.003969907407407407,,,,1.0,0.0,,0.0,1.0,35,903,True,0.0,September 2025,1.0,,,,unknown,,1.0,False,False,True,False,False,False,2.0,,,30,1,8.0,3.0,6.0,0.0,0.0,2,40,2.0,0.0,0.0,5,109
262750,Allow extensions to contribute buttons to the `chatMultiDiffContentPart`,closed,True,2025-08-21 17:24:03,2025-08-21 17:59:00,2025-08-21 17:59:02,joshspicer,0.0,38,2,3,2,0,0,1.0,3.0,152,,0.02427083333333333,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,72,53,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,3.0,,,38,2,10.0,5.0,6.0,0.0,0.0,3,152,3.0,0.0,0.0,8,2
262752,update icon cloud -> sendToRemoteAgent,closed,True,2025-08-21 17:32:39,2025-08-21 17:58:24,2025-08-21 17:58:25,joshspicer,0.0,1,1,1,1,0,0,1.0,1.0,2,,0.01788194444444444,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,38,344,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,1.0,,,1,1,2.0,2.0,1.0,0.0,0.0,1,2,1.0,0.0,0.0,5,49
262753,Don't eagerly create suggest widget when creating chat input,closed,True,2025-08-21 17:41:57,2025-08-21 18:22:47,2025-08-21 18:22:47,mjbvz,0.0,18,6,1,1,1,0,1.0,1.0,24,,0.02835648148148148,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,60,260,True,0.0,August 2025,1.0,,,,unknown,,1.0,False,False,False,False,False,False,1.0,,,18,6,5.0,5.0,3.0,0.0,0.0,1,24,1.0,0.0,8.0,9,28
262754,User getters for events on a few common types,closed,True,2025-08-21 17:43:47,2025-08-21 21:05:36,2025-08-21 21:05:36,mjbvz,0.0,10,9,4,1,3,0,1.0,4.0,19,2025-08-21 18:56:01,0.140150462962963,0.05016203703703704,2.0,2.0,0.0,2.0,0.0,,0.0,0.0,45,477,True,0.0,August 2025,1.0,,,,unknown,,1.0,False,False,False,False,False,False,4.0,,,10,9,13.0,13.0,5.0,0.0,0.0,4,19,4.0,0.0,8.0,9,68
262758,Do not disable delegate button,closed,True,2025-08-21 17:56:01,2025-08-21 18:10:24,2025-08-21 18:10:25,joshspicer,0.0,9,6,1,1,0,0,1.0,1.0,15,,0.009988425925925927,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,30,401,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,1.0,,,9,6,3.0,6.0,2.0,0.0,0.0,1,15,1.0,0.0,0.0,5,51
262762,Avoid creating extra emitter/events when rendering markdown,closed,True,2025-08-21 18:23:23,2025-08-21 18:44:32,2025-08-21 18:44:33,mjbvz,0.0,5,7,2,1,1,0,1.0,1.0,12,,0.0146875,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,59,109,True,0.0,August 2025,1.0,,,,unknown,,1.0,False,False,False,False,False,False,1.0,,,5,7,5.0,7.0,4.0,0.0,0.0,2,12,2.0,0.0,8.0,7,12
262764,Skip tracking Disposable.none,closed,True,2025-08-21 18:31:51,2025-08-21 18:43:45,2025-08-21 18:43:45,mjbvz,0.0,1,1,1,1,1,0,1.0,1.0,2,,0.008263888888888888,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,29,74,True,0.0,August 2025,1.0,,,,unknown,,1.0,False,False,False,False,False,False,1.0,,,1,1,2.0,2.0,1.0,0.0,0.0,1,2,1.0,0.0,8.0,3,13
262766,Add warning for when a disposable is registered multiple times on the same store,closed,False,2025-08-21 18:47:12,2025-08-22 18:31:08,2025-08-22 18:31:09,mjbvz,0.0,11,11,9,4,2,0,1.0,8.0,3439,2025-08-22 05:44:35,0.9888425925925926,0.4565162037037037,1.0,0.0,1.0,2.0,1.0,,0.0,0.0,80,413,True,0.0,August 2025,1.0,,,,unknown,,1.0,False,False,False,False,False,False,8.0,,,11,11,15.0,19.0,11.0,0.0,0.0,9,3439,9.0,0.0,8.0,14,58
262768,Prefer using addDisposableListener in sash,closed,True,2025-08-21 18:50:27,2025-08-21 21:03:53,2025-08-21 21:03:53,mjbvz,0.0,14,25,2,1,1,0,1.0,2.0,39,,0.09266203703703704,,2.0,2.0,0.0,1.472222222222222,0.0,,0.0,0.0,42,532,True,0.0,August 2025,1.0,,,,unknown,,1.0,False,True,False,False,False,False,2.0,,,14,25,11.0,12.0,7.0,0.0,0.0,2,39,2.0,0.0,8.0,5,81
262774,make something clearer,closed,True,2025-08-21 19:36:40,2025-08-21 20:05:18,2025-08-21 20:05:18,meganrogge,0.0,3,3,1,1,0,0,1.0,1.0,6,,0.01988425925925926,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,22,159,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,1.0,,,3,3,3.0,3.0,1.0,0.0,0.0,1,6,1.0,0.0,6.0,3,5
262775,"Build out command allow list, improve unknown reporting",closed,True,2025-08-21 19:38:52,2025-08-21 21:10:15,2025-08-21 21:10:16,Tyriar,0.0,95,10,1,1,0,0,1.0,1.0,105,,0.06346064814814815,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,55,361,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,True,False,False,1.0,,,95,10,43.0,5.0,13.0,0.0,0.0,1,105,1.0,0.0,10.0,8,52
262780,Convert most top hitting eager event creations to use getters,closed,True,2025-08-21 19:57:00,2025-08-22 07:42:49,2025-08-22 07:42:49,mjbvz,0.0,53,53,22,2,1,0,1.0,20.0,702,,0.4901504629629629,,2.0,2.0,0.0,1.472222222222222,0.0,,0.0,0.0,61,601,True,0.0,August 2025,1.0,,,,unknown,,1.0,False,False,False,False,False,False,20.0,,,53,53,73.0,74.0,25.0,0.0,0.0,22,702,22.0,0.0,8.0,10,95
262782,add bg terminal /task auto reply,closed,True,2025-08-21 20:03:32,2025-08-21 23:36:37,2025-08-26 15:13:46,meganrogge,0.0,163,7,6,12,0,10,1.0,4.0,998,,0.147974537037037,,7.0,1.0,0.0,1.472222222222222,1.0,,0.0,0.0,32,84,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,True,False,False,False,False,4.0,,,163,7,23.0,12.0,16.0,0.0,0.0,6,998,6.0,0.0,6.0,6,6
262785,Fix terminal sticky scroll breaking 'tab moves focus',closed,True,2025-08-21 20:19:32,2025-08-22 18:15:05,2025-08-22 18:15:07,anthonykim1,0.0,8,0,1,5,0,5,1.0,1.0,66,,0.9135763888888889,,4.0,1.0,1.0,1.472222222222222,0.0,,0.0,0.0,53,418,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,True,False,False,False,False,1.0,,,8,0,2.0,1.0,1.0,0.0,0.0,1,66,1.0,0.0,1.0,8,57
262787,extHostMcp: accept Content-Type parameters for SSE/JSON handling,closed,True,2025-08-21 20:40:07,2025-08-21 22:41:30,2025-08-21 22:41:30,Tritlo,0.0,24,28,1,1,1,0,1.0,1.0,52,2025-08-21 20:41:21,0.08429398148148148,0.0008564814814814815,2.0,2.0,0.0,2.0,0.0,,0.0,0.0,64,497,True,0.0,August 2025,1.0,,,,unknown,,1.0,False,True,False,False,False,False,1.0,,,24,28,4.0,4.0,1.0,0.0,0.0,1,52,1.0,0.0,0.0,7,63
262792,move tasks over to using `outputMonitor`,closed,True,2025-08-21 21:10:52,2025-08-22 00:42:24,2025-08-22 00:42:25,meganrogge,0.0,104,92,6,8,0,0,1.0,3.0,1429,,0.1468981481481481,,2.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,40,171,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,True,False,False,3.0,,,104,92,48.0,36.0,19.0,0.0,0.0,6,1429,6.0,0.0,6.0,6,23
262796,improve task problem monitoring,closed,True,2025-08-21 21:22:39,2025-08-22 01:13:29,2025-08-22 01:13:30,meganrogge,0.0,166,9,9,9,0,0,1.0,5.0,1608,,0.1603009259259259,,1.0,1.0,0.0,1.472222222222222,1.0,,0.0,0.0,31,116,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,True,False,False,5.0,,,166,9,33.0,18.0,23.0,1.0,0.0,9,1608,8.0,0.0,6.0,4,6
262797,"Revert ""tool picker with toolsets""",closed,True,2025-08-21 21:43:48,2025-08-21 22:16:31,2025-08-21 22:16:31,meganrogge,0.0,247,233,4,1,1,0,1.0,3.0,480,2025-08-21 22:00:28,0.02271990740740741,0.01157407407407407,1.0,1.0,0.0,1.0,1.0,,0.0,0.0,34,67,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,3.0,,,247,233,37.0,42.0,16.0,0.0,0.0,4,480,4.0,0.0,6.0,5,8
262802,combine thinking parts,closed,True,2025-08-21 22:26:50,2025-08-21 23:59:44,2025-08-21 23:59:44,justschen,0.0,175,65,4,6,1,0,2.0,3.0,6410,,0.06451388888888888,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,22,344,True,0.0,August 2025,1.0,,,,unknown,,1.0,False,False,False,False,False,False,3.0,,,175,65,24.0,30.0,23.0,1.0,0.0,4,6410,3.0,0.0,3.0,3,49
262803,make sure to dispose of any leftover overlays,closed,False,2025-08-21 22:47:28,2025-09-02 06:58:02,2025-09-02 06:58:02,justschen,0.0,14,0,2,1,1,2,1.0,1.0,14,,11.3406712962963,,2.0,0.0,1.0,1.472222222222222,0.0,,0.0,0.0,45,492,True,0.0,August 2025,1.0,,,,unknown,,1.0,False,False,False,False,False,False,1.0,,,14,0,4.0,2.0,2.0,0.0,0.0,2,14,2.0,0.0,3.0,8,64
262805,forward activeEditor URI in chatMultiDiffContentPart to its actions,closed,True,2025-08-21 22:57:28,2025-08-21 23:16:49,2025-08-21 23:16:50,joshspicer,0.0,12,1,1,2,0,0,1.0,1.0,19,,0.0134375,,1.0,1.0,0.0,1.472222222222222,0.0,,0.0,0.0,67,598,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,1.0,,,12,1,4.0,2.0,2.0,0.0,0.0,1,19,1.0,0.0,0.0,8,85
262806,"Revert ""Allow modals in automation""",closed,True,2025-08-21 23:08:24,2025-08-21 23:23:25,2025-08-21 23:23:26,TylerLeonhardt,0.0,18,62,12,1,0,0,1.0,10.0,80,,0.01042824074074074,,1.0,1.0,0.0,1.472222222222222,2.0,,0.0,0.0,35,68,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,10.0,,,18,62,25.0,33.0,19.0,0.0,0.0,12,80,12.0,0.0,1.0,5,8
262808,Allow modals in automation,closed,True,2025-08-21 23:23:56,2025-08-22 13:54:31,2025-08-22 13:54:32,TylerLeonhardt,0.0,68,19,13,5,0,0,1.0,11.0,97,,0.6045717592592592,,1.0,1.0,0.0,1.472222222222222,2.0,,0.0,0.0,26,515,True,0.0,August 2025,0.0,,,,unknown,,1.0,False,False,False,False,False,False,11.0,,,68,19,36.0,27.0,21.0,0.0,0.0,13,97,13.0,0.0,1.0,4,93
