number,state,title,author,body,created_at,updated_at,merged_at,merged,comments,review_comments,commits,additions,deletions,changed_files,conversation,closed_at,title_length,body_length,has_test,has_bug,has_feature,has_document,has_improve,has_refactor,files_updated,comment_num,comment_length,total_changes,total_additions_commit,total_deletions_commit,commit_authors_count,commit_count,unique_reviewers,total_comments,first_comment_time,project
1731,closed,gii index view template: make sure create link is split into words,WouterSlob,,2014-01-01 18:42:03+00:00,2014-01-02T07:20:25Z,2014-01-02T01:54:40Z,True,1,0,1,1,1,1,1,2014-01-02 01:54:40+00:00,66.0,0,False,False,False,False,False,False,1,1,9,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2014-01-02T01:54:45Z,yii2
17315,closed,Closes #16509. Remove cut parameter of the wordwrap function.,alexkart,"| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | yes_x000D_
| New feature?  | no_x000D_
| Breaks BC?    | no_x000D_
| Tests pass?   | yes_x000D_
| Fixed issues  | #16509_x000D_
_x000D_
I'm not sure if there is a better solution but setting `$cut = false` makes it look better._x000D_
Before:_x000D_
_x000D_
![b74efb1022bebe873f44bdc05305249c](https://user-images.githubusercontent.com/8249105/58164023-b5922e80-7c8d-11e9-847c-aa81a9ca37a6.png)_x000D_
_x000D_
After:_x000D_
_x000D_
![8747961e2706cd1117b54683f54f001c](https://user-images.githubusercontent.com/8249105/58164042-bf1b9680-7c8d-11e9-8aed-c678e4b5b437.png)_x000D_
_x000D_
![59dafb67b67d9a3cc79e444a3483a539](https://user-images.githubusercontent.com/8249105/58164044-bf1b9680-7c8d-11e9-8168-e0ab9e655d8c.png)_x000D_
",2019-05-22 09:33:54+00:00,2019-05-22T11:46:28Z,2019-05-22T11:42:13Z,True,1,0,2,2,2,2,2,2019-05-22 11:42:13+00:00,61.0,802,False,False,False,False,False,False,2,1,19,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2019-05-22T11:42:16Z,yii2
17317,closed,Update db-active-record.md,unionolivia,"| Q             | A_x000D_
| ------------- | ---_x000D_
| Spelling error? | yes_x000D_
_x000D_
Therefor updated to Therefore",2019-05-22 13:17:28+00:00,2019-05-22T14:03:07Z,2019-05-22T14:03:04Z,True,2,0,1,1,1,1,2,2019-05-22 14:03:04+00:00,26.0,124,False,False,False,False,False,False,1,2,32,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2019-05-22T14:03:05Z,yii2
17318,closed,Closes #17299. Fix adding of input error class in ActiveField::widget,alexkart,"| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | yes_x000D_
| New feature?  | no_x000D_
| Breaks BC?    | no_x000D_
| Tests pass?   | yes_x000D_
| Fixed issues  | #17299_x000D_
",2019-05-22 14:32:11+00:00,2019-06-13T14:35:55Z,2019-05-28T07:03:40Z,True,2,0,3,35,7,3,2,2019-05-28 07:03:40+00:00,69.0,202,True,False,False,False,False,False,3,2,651,52.0,45.0,7.0,2.0,3.0,2.0,2.0,2019-05-23T12:14:21Z,yii2
1732,closed,Debug module config panel improvements,Ragazzo,"Debug module config panel improved.
",2014-01-01 19:20:50+00:00,2014-01-02T07:19:28Z,2014-01-02T02:14:42Z,True,2,0,2,70,63,4,2,2014-01-02 02:14:42+00:00,38.0,36,False,True,False,False,True,False,2,2,34,143.0,75.0,68.0,1.0,2.0,2.0,2.0,2014-01-01T19:23:31Z,yii2
17321,closed,create basepath when AssetManager.php init,noname007,"| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | no_x000D_
| New feature?  | no_x000D_
| Breaks BC?    | no_x000D_
| Tests pass?   | yes_x000D_
| Fixed issues  | comma-separated list of tickets # fixed by the PR, if any_x000D_
",2019-05-23 05:16:04+00:00,2019-05-23T09:48:44Z,,False,0,0,1,2,3,1,0,2019-05-23 09:48:44+00:00,42.0,252,False,False,False,False,False,False,1,0,0,5.0,2.0,3.0,1.0,1.0,,,,yii2
17322,closed,create AssetManager base path dir when init,noname007,"| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | no_x000D_
| New feature?  | no_x000D_
| Breaks BC?    | no_x000D_
| Tests pass?   | no_x000D_
| Fixed issues  | comma-separated list of tickets # fixed by the PR, if any_x000D_
",2019-05-23 06:31:15+00:00,2019-05-23T12:44:32Z,,False,3,0,1,1,3,1,3,2019-05-23 12:44:32+00:00,43.0,251,False,False,False,False,False,False,1,3,210,4.0,1.0,3.0,1.0,1.0,2.0,3.0,2019-05-23T12:09:49Z,yii2
17324,closed,Removed unnecessary ternary operator,germanow,"Why is there ternary operator which creating Behavior before calling attachBehavior() if attachBehaviorInternal() does it later? I think it is not necessary. _x000D_
_x000D_
| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | no_x000D_
| New feature?  | no_x000D_
| Breaks BC?    | no_x000D_
| Tests pass?   | yes_x000D_
| Fixed issues  | no_x000D_
",2019-05-24 06:18:26+00:00,2019-05-28T15:16:40Z,,False,2,0,1,1,1,1,2,2019-05-28 15:16:40+00:00,36.0,371,False,False,False,False,False,False,1,2,513,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2019-05-28T08:25:31Z,yii2
17330,closed,Fixes #17328 Added mime aliases for BMP and SVG files,cmoeke,"| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | yes_x000D_
| New feature?  | no_x000D_
| Breaks BC?    | no_x000D_
| Tests pass?   | yes_x000D_
| Fixed issues  | #17328_x000D_
",2019-05-29 07:07:04+00:00,2019-06-03T14:17:11Z,2019-06-03T14:17:08Z,True,1,0,3,12,0,2,2,2019-06-03 14:17:09+00:00,53.0,202,False,False,False,False,False,False,3,1,16,16.0,15.0,1.0,2.0,3.0,1.0,1.0,2019-06-03T14:17:11Z,yii2
17333,closed,3.0,1903487744,"| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | yes/no_x000D_
| New feature?  | yes/no_x000D_
| Breaks BC?    | yes/no_x000D_
| Tests pass?   | yes/no_x000D_
| Fixed issues  | comma-separated list of tickets # fixed by the PR, if any_x000D_
",2019-05-31 05:23:09+00:00,2019-05-31T09:12:32Z,,False,0,0,304,14651,33818,774,0,2019-05-31 09:12:32+00:00,3.0,267,True,False,False,False,False,False,697,0,0,23664.0,19431.0,4233.0,6.0,30.0,,,,yii2
17337,closed,return true when $class matches,lubobill1990,"| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | yes_x000D_
| New feature?  | no_x000D_
| Breaks BC?    | no_x000D_
| Tests pass?   | yes_x000D_
| Fixed issues  | #17336_x000D_
",2019-06-04 04:39:14+00:00,2019-06-10T02:49:47Z,,False,4,0,1,1,1,1,4,2019-06-04 12:07:16+00:00,31.0,202,False,False,False,False,False,False,1,4,814,2.0,1.0,1.0,1.0,1.0,4.0,4.0,2019-06-04T05:12:15Z,yii2
17338,closed,Fixes #17336: Fixed wildcard matching in Event::hasHandlers(),samdark,"| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | yes_x000D_
| New feature?  | no_x000D_
| Breaks BC?    | no_x000D_
| Tests pass?   | yes_x000D_
| Fixed issues  | #17336_x000D_
",2019-06-04 12:05:54+00:00,2019-06-04T13:08:47Z,2019-06-04T13:07:52Z,True,0,0,2,17,4,3,1,2019-06-04 13:07:52+00:00,61.0,202,True,False,False,False,False,False,4,0,0,23.0,18.0,5.0,1.0,2.0,,,,yii2
17339,closed,"Fixes #12080. Whenever updateInputs is called, it will trigger 'after…",czzplnm,"…Validate'. Decouples the submitting restriction to afterValidate._x000D_
_x000D_
| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | yes_x000D_
| New feature?  | no_x000D_
| Breaks BC?    | no_x000D_
| Tests pass?   | yes_x000D_
| Fixed issues  | #12080_x000D_
",2019-06-04 17:21:48+00:00,2019-06-18T20:24:43Z,2019-06-18T08:55:39Z,True,8,0,12,74,18,3,10,2019-06-18 08:55:40+00:00,70.0,284,True,False,False,False,False,False,46,8,2052,638.0,531.0,107.0,4.0,12.0,3.0,8.0,2019-06-04T19:02:06Z,yii2
17342,closed,Issue #17341 Fix error from yii.activeForm.js in strict mode,mikehaertl,"| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | yes_x000D_
| New feature?  | no_x000D_
| Breaks BC?    | no_x000D_
| Tests pass?   | yes_x000D_
| Fixed issues  | #17341 _x000D_
",2019-06-06 07:06:43+00:00,2020-08-08T06:55:41Z,2019-06-06T14:08:01Z,True,1,0,1,3,3,2,1,2019-06-06 14:08:01+00:00,60.0,203,False,False,False,False,False,False,2,1,19,6.0,3.0,3.0,1.0,1.0,1.0,1.0,2019-06-06T14:08:02Z,yii2
17344,closed,Improve performance of select() and addSelect(),brandonkelly,"We just profiled a 25.8s request with Blackfire, and found that 11.5s / 44.5% was spent on `yii\db\Query::getUniqueColumns()` (called by `select()` and `addSelect()`), and its callee, `getUnaliasedColumnsFromSelect()`._x000D_
_x000D_
<img width=""423"" alt=""Screen Shot 2019-06-06 at 3 21 25 PM"" src=""https://user-images.githubusercontent.com/47792/59070991-b7551800-8871-11e9-866a-ba756773c31c.png"">_x000D_
_x000D_
[View on Blackfire ➡️](https://blackfire.io/profiles/26b68fc8-ccb8-424c-a9b6-06010fbb06e9/graph?settings%5Bdimension%5D=wt&settings%5Bdisplay%5D=landscape&settings%5BtabPane%5D=nodes&selected=yii%5Cdb%5CQuery%3A%3AgetUniqueColumns%3F34f7364a45ee985db52f3b3a2c668108&callname=main())_x000D_
_x000D_
We rewrote `select()` and `addSelect()` to be more efficient, avoiding `getUniqueColumns()` altogether and ensuring uniqueness by normalizing SELECT columns similar to the way `orderBy()` / `normalizeOrderBy()` works. Now aliases are always normalized into the `['alias' => 'column']` syntax, and even un-aliased _column names_ (excluding expressions, sub-selects, and strings with parentheses) are aliased to themselves (`['column' => 'column']`)._x000D_
_x000D_
The result:  `select()` isn’t even showing up on Blackfire’s radar anymore, and `addSelect()` is only taking up 663ms (17.3x faster), bringing the request time down to 14.1s (1.8x faster)._x000D_
_x000D_
<img width=""425"" alt=""Screen Shot 2019-06-06 at 3 53 03 PM"" src=""https://user-images.githubusercontent.com/47792/59071380-3565ee80-8873-11e9-9de8-413ef2574b3f.png"">_x000D_
_x000D_
[View on Blackfire ➡️](https://blackfire.io/profiles/62b0108f-2492-406b-8352-a6c8bfd8cc14/graph?settings%5Bdimension%5D=wt&settings%5Bdisplay%5D=landscape&settings%5BtabPane%5D=nodes&selected=craft%5Cdb%5CQuery%3A%3AaddSelect&callname=main())_x000D_
_x000D_
We hope that is a performance improvement worth considering :)_x000D_
_x000D_
| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | no_x000D_
| New feature?  | no_x000D_
| Breaks BC?    | no_x000D_
| Tests pass?   | yes",2019-06-06 23:14:00+00:00,2019-06-11T17:39:16Z,2019-06-11T13:14:38Z,True,4,0,17,69,32,5,4,2019-06-11 13:14:39+00:00,47.0,2057,True,False,False,False,False,False,26,4,800,279.0,215.0,64.0,2.0,17.0,2.0,4.0,2019-06-07T13:01:23Z,yii2
17345,closed,Improve quoteColumnName() performance,brandonkelly,"When profiling a long-running request, we noticed that `yii\db\Connection::quoteColumnName()` was a particularly heavy hitter. By memoizing its results, we were able to take it from 1.77s down to 131ms._x000D_
_x000D_
Here are the Blackfire profiles:_x000D_
_x000D_
[Before ➡️](https://blackfire.io/profiles/26b68fc8-ccb8-424c-a9b6-06010fbb06e9/graph?settings%5Bdimension%5D=wt&settings%5Bdisplay%5D=landscape&settings%5BtabPane%5D=nodes&selected=yii%5Cdb%5CConnection%3A%3AquoteColumnName%3Ff00dc918117e345938b92b556774aea2&callname=main())_x000D_
[After ➡️](https://blackfire.io/profiles/6b945003-0a13-4b57-8625-a87a8640a2f1/graph?settings%5Bdimension%5D=wt&settings%5Bdisplay%5D=landscape&settings%5BtabPane%5D=nodes&selected=yii%5Cdb%5CConnection%3A%3AquoteTableName%3Ff00dc918117e345938b92b556774aea2&callname=main())_x000D_
_x000D_
| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | no_x000D_
| New feature?  | no_x000D_
| Breaks BC?    | no_x000D_
| Tests pass?   | no",2019-06-06 23:24:42+00:00,2019-06-07T22:27:00Z,2019-06-07T09:29:26Z,True,3,0,2,9,1,2,3,2019-06-07 09:29:26+00:00,37.0,998,False,False,False,False,False,False,2,3,63,10.0,9.0,1.0,1.0,2.0,2.0,3.0,2019-06-07T00:08:57Z,yii2
17346,closed,Fixed #17340,rskrzypczak,"| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | yes_x000D_
| New feature?  | no_x000D_
| Breaks BC?    | no_x000D_
| Tests pass?   | no_x000D_
| Fixed issues  | #17340_x000D_
",2019-06-07 05:10:00+00:00,2019-09-18T21:25:46Z,,False,4,0,1,2,2,1,4,2019-09-18 21:25:46+00:00,12.0,201,False,False,False,False,False,False,1,4,517,4.0,2.0,2.0,1.0,1.0,2.0,4.0,2019-06-07T09:31:53Z,yii2
17347,closed,Update path configuration for composer-asset-plugin,michalwoz,"Composer install don't take ""installer-paths"" on the level of ""config"". The path which works: ""config"" => ""fxp-asset"" => ""installer-paths""_x000D_
_x000D_
Documentation_x000D_
",2019-06-07 13:20:33+00:00,2019-06-11T13:25:32Z,2019-06-11T13:25:32Z,True,3,2,2,5,3,1,5,2019-06-11 13:25:32+00:00,51.0,175,True,False,False,False,False,False,12,3,986,231.0,188.0,43.0,2.0,2.0,2.0,3.0,2019-06-07T13:41:40Z,yii2
17348,closed,Improve performance of quoteTableName(),brandonkelly,"Similar to #17345, this PR memoizes the results of `yii\db\Connection::quoteTableName()` for improved performance when the same table name needs to be quoted several times._x000D_
_x000D_
| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | no_x000D_
| New feature?  | no_x000D_
| Breaks BC?    | no_x000D_
| Tests pass?   | yes",2019-06-07 22:29:46+00:00,2021-02-16T12:13:46Z,2019-06-08T19:48:36Z,True,1,0,2,9,1,2,1,2019-06-08 19:48:36+00:00,39.0,349,False,False,False,False,False,False,2,1,19,10.0,9.0,1.0,1.0,2.0,1.0,1.0,2019-06-08T19:48:38Z,yii2
1735,closed,Url rules docs,Ragazzo,"Added docs about url creating. Related also with this issue - #1734
",2014-01-02 06:44:17+00:00,2014-08-09T15:31:02Z,2014-01-02T19:14:27Z,True,7,2,3,6,0,1,9,2014-01-02 19:14:27+00:00,14.0,68,False,False,False,False,False,False,3,7,966,14.0,10.0,4.0,1.0,3.0,4.0,7.0,2014-01-02T06:45:44Z,yii2
17353,closed,Added support for SameSite Cookie option,rhertogh,"| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | no_x000D_
| New feature?  | yes_x000D_
| Breaks BC?    | no_x000D_
| Tests pass?   | yes_x000D_
| Fixed issues  | -_x000D_
_x000D_
Although this is a new feature (and requires PHP >= 7.3) I think it's important to include it on the Yii 2.0 branch since it's a big security enhancement._x000D_
For more info please see https://www.owasp.org/index.php/SameSite, https://www.php.net/manual/en/function.setcookie.php and https://www.php.net/manual/en/function.session-set-cookie-params.php_x000D_
_x000D_
",2019-06-09 14:35:51+00:00,2019-06-10T22:34:14Z,2019-06-10T21:33:37Z,True,5,26,25,105,7,6,31,2019-06-10 21:33:37+00:00,40.0,575,False,False,False,False,False,False,29,5,660,190.0,144.0,46.0,1.0,25.0,2.0,5.0,2019-06-10T16:29:36Z,yii2
17356,closed,Fixes mssql schema to detect sizes of string fields,sdlins,"| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | yes_x000D_
| New feature?  | no_x000D_
| Breaks BC?    | no_x000D_
| Tests pass?   | yes_x000D_
| Fixed issues  | #16378 _x000D_
",2019-06-11 00:29:04+00:00,2019-06-18T11:25:16Z,2019-06-18T11:25:14Z,True,7,0,5,62,3,5,7,2019-06-18 11:25:14+00:00,51.0,203,True,False,False,False,False,False,18,7,4810,208.0,176.0,32.0,2.0,5.0,3.0,7.0,2019-06-11T07:07:51Z,yii2
17358,closed,Allow callable objects to be set to \yii\filters\AccessRule::$roleParams,alexkart,"| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | yes_x000D_
| New feature?  | no_x000D_
| Breaks BC?    | no_x000D_
| Tests pass?   | yes_x000D_
| Fixed issues  | #17114 _x000D_
",2019-06-11 14:22:42+00:00,2019-06-13T14:33:57Z,2019-06-11T21:02:07Z,True,2,0,2,34,1,3,2,2019-06-11 21:02:07+00:00,72.0,203,True,False,False,False,False,False,3,2,63,35.0,34.0,1.0,1.0,2.0,2.0,2.0,2019-06-11T14:54:01Z,yii2
17359,closed,Bug #17325  Fixed yii\db\mysql\Schema::findTableNames() will not retu…,maximw,"Fixed bug Bug #17325  - yii\db\mysql\Schema::findTableNames() will not return Views. Also added yii\db\mysql\Schema::findViewNames()_x000D_
_x000D_
| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | yes_x000D_
| New feature?  | yes_x000D_
| Breaks BC?    | probably_x000D_
| Tests pass?   | yes_x000D_
| Fixed issues  | #17325",2019-06-11 14:50:43+00:00,2019-09-18T09:00:19Z,,False,5,0,4,49,11,3,5,2019-09-18 09:00:19+00:00,70.0,349,True,False,False,False,False,False,163,5,1023,5673.0,4763.0,910.0,2.0,4.0,3.0,5.0,2019-06-11T20:52:47Z,yii2
1736,closed,Tests composer,Ragazzo,"Since some `Codeception` dependencies can take some time to load, i think it is better by default exclude it from `composer.json` file, because of user may just want to have brief look to the application. If needed he goes to the tests seciton and see `README.md` and follows all this steps.
",2014-01-02 07:06:56+00:00,2014-06-13T07:55:14Z,2014-01-02T14:04:45Z,True,12,0,2,10,5,2,12,2014-01-02 14:04:45+00:00,14.0,292,True,False,False,False,False,False,3,12,1820,15.0,10.0,5.0,1.0,2.0,4.0,12.0,2014-01-02T07:25:27Z,yii2
17361,closed,Closes #17070. Strip invalid character from fallback file name,alexkart,"| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | yes_x000D_
| New feature?  | no_x000D_
| Breaks BC?    | no_x000D_
| Tests pass?   | yes_x000D_
| Fixed issues  | #17070_x000D_
_x000D_
Comment: https://github.com/yiisoft/yii2/issues/17070#issuecomment-501284488",2019-06-12 14:19:03+00:00,2019-06-13T14:33:50Z,2019-06-12T20:41:40Z,True,1,0,4,13,2,3,1,2019-06-12 20:41:40+00:00,62.0,286,True,False,False,False,False,False,5,1,19,25.0,18.0,7.0,2.0,4.0,1.0,1.0,2019-06-12T20:41:43Z,yii2
17362,closed,Added type null to @return annotation,epifrin,"Added type null to @return annotation of ActiveRecordInterface::findOne() function._x000D_
BaseActiveRecord::findOne() has @return static|null but ActiveRecordInterface::findOne() @return static_x000D_
[phpstan](https://github.com/phpstan/phpstan) on level 4 returns ""If condition is always true."" error for next example of code:_x000D_
```php_x000D_
if ($user = User::findOne($id)) {_x000D_
    // some code_x000D_
}_x000D_
```_x000D_
but variable $user can be null_x000D_
_x000D_
| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | no_x000D_
| New feature?  | no_x000D_
| Breaks BC?    | no_x000D_
| Tests pass?   | yes_x000D_
| Fixed issues  | _x000D_
",2019-06-12 14:51:09+00:00,2019-06-12T20:40:32Z,2019-06-12T20:40:30Z,True,1,0,1,1,1,1,1,2019-06-12 20:40:30+00:00,37.0,677,False,False,False,False,False,False,1,1,16,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2019-06-12T20:40:32Z,yii2
17364,closed,Fixes comments for table or column,sdlins,"_x000D_
| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | yes_x000D_
| New feature?  | no_x000D_
| Breaks BC?    | no_x000D_
| Tests pass?   | yes_x000D_
| Fixed issues  | #16796 _x000D_
",2019-06-13 04:20:47+00:00,2019-07-24T02:40:55Z,2019-07-23T15:50:58Z,True,13,31,15,263,24,5,43,2019-07-23 15:50:58+00:00,34.0,211,True,False,False,False,False,False,46,13,2587,2123.0,1791.0,332.0,2.0,15.0,3.0,13.0,2019-06-13T04:24:03Z,yii2
17366,closed,Update yii.php,blazgregorcic,"| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | yes_x000D_
| New feature?  | no_x000D_
| Breaks BC?    | no_x000D_
| Tests pass?   | yes_x000D_
| Fixed issues  | ",2019-06-13 12:43:53+00:00,2019-06-13T13:27:21Z,,False,0,0,1,1,1,1,0,2019-06-13 13:27:21+00:00,14.0,188,False,False,False,False,False,False,1,0,0,2.0,1.0,1.0,1.0,1.0,,,,yii2
17367,closed,Closes #16565. Add missing parts of the context message.,alexkart,"| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | yes_x000D_
| New feature?  | no_x000D_
| Breaks BC?    | no_x000D_
| Tests pass?   | yes_x000D_
| Fixed issues  | #16565_x000D_
",2019-06-13 12:53:33+00:00,2019-06-13T14:32:32Z,2019-06-13T13:37:46Z,True,1,0,1,20,3,3,1,2019-06-13 13:37:46+00:00,56.0,202,True,False,False,False,False,False,3,1,19,23.0,20.0,3.0,1.0,1.0,1.0,1.0,2019-06-13T13:37:51Z,yii2
17368,closed,Update yii.php,blazgregorcic,"Rezultatov instead of Razultatov._x000D_
_x000D_
| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | yes_x000D_
| New feature?  | no_x000D_
| Breaks BC?    | no_x000D_
| Tests pass?   | yes_x000D_
| Fixed issues  | _x000D_
",2019-06-13 13:26:04+00:00,2019-06-14T05:22:30Z,2019-06-13T13:36:49Z,True,1,0,1,1,1,1,1,2019-06-13 13:36:49+00:00,14.0,245,False,False,False,False,False,False,1,1,16,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2019-06-13T13:36:50Z,yii2
17370,closed,Remove extra spaces in csrfMetaTags(),alexkart,"Remove extra spaces._x000D_
_x000D_
| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | yes_x000D_
| New feature?  | no_x000D_
| Breaks BC?    | no_x000D_
| Tests pass?   | yes_x000D_
| Fixed issues  | #17363_x000D_
",2019-06-14 11:18:23+00:00,2019-06-14T12:02:53Z,2019-06-14T12:02:48Z,True,1,1,1,1,1,1,1,2019-06-14 12:02:48+00:00,37.0,238,False,False,False,False,False,False,1,1,16,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2019-06-14T12:02:52Z,yii2
17371,closed,Update start-prerequisites.md,ecedenyo,"Correcting _typo_ in section ""Object Oriented Programming"" in the documentation spanish version.",2019-06-14 16:49:17+00:00,2019-06-14T17:52:49Z,2019-06-14T17:52:37Z,True,1,0,1,1,1,1,1,2019-06-14 17:52:37+00:00,29.0,96,False,False,False,False,False,False,1,1,8,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2019-06-14T17:52:49Z,yii2
17373,closed,Fixes #17332: Trigger 'change' for checkboxes in GridView,andrii-borysov-me,"When ""checked"" state of checkboxes changes by ""check all"" or in any other scenario, they should trigger the ""change"" event, so any observers are notified. The ""change"" also triggers for those inputs, which were not changed actually, because this behavior is implicitly expected in few other tests._x000D_
_x000D_
| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | yes_x000D_
| New feature?  | no_x000D_
| Breaks BC?    | no_x000D_
| Tests pass?   | yes_x000D_
| Fixed issues  | #17332 _x000D_
",2019-06-15 05:47:25+00:00,2019-06-18T13:21:25Z,2019-06-18T13:21:20Z,True,1,0,2,32,2,3,1,2019-06-18 13:21:21+00:00,57.0,516,True,False,False,False,False,False,14,1,19,211.0,184.0,27.0,2.0,2.0,1.0,1.0,2019-06-18T13:21:25Z,yii2
17375,closed,Closes #17372. Fix documentation for the `ArrayHelper::multisort()`,alexkart,"| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | no_x000D_
| New feature?  | no_x000D_
| Breaks BC?    | no_x000D_
| Tests pass?   | yes_x000D_
| Fixed issues  | #17372_x000D_
_x000D_
Comment https://github.com/yiisoft/yii2/issues/17372#issuecomment-502648952_x000D_
",2019-06-17 12:39:10+00:00,2019-06-18T11:46:53Z,2019-06-18T11:17:17Z,True,1,7,4,4,3,2,8,2019-06-18 11:17:17+00:00,67.0,292,True,False,False,True,False,False,8,1,125,114.0,91.0,23.0,2.0,4.0,1.0,1.0,2019-06-18T11:17:54Z,yii2
17380,closed,Closes #16411. Fix windows tests,alexkart,"| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | no_x000D_
| New feature?  | no_x000D_
| Breaks BC?    | no_x000D_
| Tests pass?   | yes_x000D_
| Fixed issues  | #16411_x000D_
",2019-06-18 13:25:27+00:00,2019-06-24T09:26:02Z,2019-06-19T13:48:21Z,True,4,0,9,18,6,5,4,2019-06-19 13:48:21+00:00,32.0,201,True,False,False,False,False,False,20,4,283,142.0,113.0,29.0,1.0,9.0,2.0,4.0,2019-06-18T13:41:23Z,yii2
17381,closed,Add support for closure controller actions,brandonkelly,"We have a use case where it would be nice if controller actions could be defined by closures from `Controller::actions()`, and the closures could end up getting stored in `InlineAction` instances, the same way validation closures get stored in `InlineValidator` instances._x000D_
_x000D_
| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | no_x000D_
| New feature?  | yes_x000D_
| Breaks BC?    | no_x000D_
| Tests pass?   | yes_x000D_
",2019-06-18 13:32:23+00:00,2021-02-16T12:13:46Z,,False,2,0,1,69,7,8,2,2019-06-18 13:42:42+00:00,42.0,458,True,False,False,False,False,False,8,2,403,76.0,69.0,7.0,1.0,1.0,2.0,2.0,2019-06-18T13:42:42Z,yii2
17385,closed,Update input-file-upload.md RUS,siggi-k,"Добавил недостающий в описании элемент:_x000D_
 Нужно изменить `imageFiles` на `imageFiles[]`",2019-06-20 13:59:11+00:00,2019-06-20T21:10:31Z,2019-06-20T21:10:27Z,True,2,0,4,2,2,2,2,2019-06-20 21:10:27+00:00,31.0,93,False,False,False,False,False,False,4,2,95,8.0,4.0,4.0,3.0,4.0,2.0,2.0,2019-06-20T14:00:05Z,yii2
17386,closed,Closes #17382. Add `\yii\validators\DateValidator::$strictDateFormat`…,alexkart,"… to enable strict validation._x000D_
_x000D_
| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | yes_x000D_
| New feature?  | no_x000D_
| Breaks BC?    | no_x000D_
| Tests pass?   | yes_x000D_
| Fixed issues  | #17382_x000D_
",2019-06-21 08:42:26+00:00,2019-06-25T08:44:45Z,2019-06-25T08:24:32Z,True,2,2,8,193,21,3,5,2019-06-25 08:24:32+00:00,70.0,248,True,False,False,False,False,False,10,2,47,535.0,370.0,165.0,2.0,8.0,2.0,2.0,2019-06-24T06:57:18Z,yii2
17388,closed,Closes #16394. Fix issues in `migrate/create`,alexkart,"_x000D_
| Q             | A_x000D_
| ------------- | ---_x000D_
| Is bugfix?    | yes_x000D_
| New feature?  | no_x000D_
| Breaks BC?    | no_x000D_
| Tests pass?   | yes_x000D_
| Fixed issues  | #16394_x000D_
",2019-06-21 14:01:37+00:00,2019-06-26T07:10:38Z,2019-06-26T05:44:24Z,True,4,8,11,118,3,6,13,2019-06-26 05:44:24+00:00,45.0,210,True,False,False,False,False,False,14,4,766,585.0,452.0,133.0,2.0,11.0,3.0,4.0,2019-06-22T08:43:11Z,yii2
