number,state,title,author,body,created_at,updated_at,merged_at,merged,comments,review_comments,commits,additions,deletions,changed_files,conversation,closed_at,title_length,body_length,has_test,has_bug,has_feature,has_document,has_improve,has_refactor,files_updated,comment_num,comment_length,total_changes,total_additions_commit,total_deletions_commit,commit_authors_count,commit_count,unique_reviewers,total_comments,first_comment_time,project
162063,closed,[Dependabot] Update(deps): Bump transformers from 4.54.0 to 4.56.0 in /.ci/docker/ci_commit_pins,dependabot[bot],"Bumps [transformers](https://github.com/huggingface/transformers) from 4.54.0 to 4.56.0.
<details>
<summary>Release notes</summary>
<p><em>Sourced from <a href=""https://github.com/huggingface/transformers/releases"">transformers's releases</a>.</em></p>
<blockquote>
<h1>Patch v4.55.4</h1>
<p>There was a mick mack on our side when cherry-picking the commit <a href=""https://redirect.github.com/huggingface/transformers/issues/40197"">#40197</a> which led to a wrong commit in the patch!
Sorry everyone 😭</p>
<p>This patch is just the official fix for <a href=""https://redirect.github.com/huggingface/transformers/issues/40197"">#40197</a>!</p>
<h2>Patch release v4.55.3</h2>
<h1>Patch release 4.55.3</h1>
<p>Focused on stabilizing FlashAttention-2 on Ascend NPU, improving FSDP behavior for generic-task models, fixing MXFP4 integration for GPT-OSS</p>
<h2>Bug Fixes &amp; Improvements</h2>
<ul>
<li>FlashAttention-2 / Ascend NPU – Fix “unavailable” runtime error (<a href=""https://redirect.github.com/huggingface/transformers/issues/40151"">#40151</a>) by <a href=""https://github.com/FightingZhen""><code>@​FightingZhen</code></a></li>
<li>FlashAttention kwargs – Revert FA kwargs preparation to resolve regression (<a href=""https://redirect.github.com/huggingface/transformers/issues/40161"">#40161</a>) by <a href=""https://github.com/Cyrilvallez""><code>@​Cyrilvallez</code></a></li>
<li>FSDP (generic-task models) – Fix sharding/runtime issues (<a href=""https://redirect.github.com/huggingface/transformers/issues/40191"">#40191</a>) by <a href=""https://github.com/Cyrilvallez""><code>@​Cyrilvallez</code></a></li>
<li>GPT-OSS / MXFP4 – Ensure swiglu_limit is correctly passed through (<a href=""https://redirect.github.com/huggingface/transformers/issues/40197"">#40197</a>) by <a href=""https://github.com/danielhanchen""><code>@​danielhanchen</code></a></li>
<li>Mamba – Fix cache handling to prevent stale/incorrect state (<a href=""https://redirect.github.com/huggingface/transformers/issues/40203"">#40203</a>) by <a href=""https://github.com/manueldeprada""><code>@​manueldeprada</code></a></li>
<li>Misc – Minor follow-up fix addressing <a href=""https://redirect.github.com/huggingface/transformers/issues/40262"">#40262</a> by <a href=""https://github.com/ArthurZucker""><code>@​ArthurZucker</code></a></li>
</ul>
<h2>Patch release 4.55.2: for FA2 users!</h2>
<h1>Patch release 4.55.2!</h1>
<h2>only affects <code>FA2</code> generations!</h2>
<p>😢 Well sorry everyone, sometimes shit can happen...
4.55.1 was broken because of 🥁 git merge conflict.
I cherry-picked <a href=""https://redirect.github.com/huggingface/transformers/pull/40002"">huggingface/transformers#40002</a> without having <a href=""https://redirect.github.com/huggingface/transformers/pull/40029"">huggingface/transformers#40029</a> , thus <code>from ..modeling_flash_attention_utils import prepare_fa_kwargs_from_position_ids</code> is missing, and since this is a slow test, nothing caught it.</p>
<p>Will work to remediate and write the post-mortem when yanking the release.</p>
<h1>Patch release 4.55.1:</h1>
<p>Mostly focused around stabalizing the Mxfp4 for GPTOSS model!</p>
<h2>Bug Fixes &amp; Improvements</h2>
<ul>
<li>Idefics2, Idefics3, SmolVLM – Fix tensor device issue (<a href=""https://redirect.github.com/huggingface/transformers/issues/39975"">#39975</a>) by <a href=""https://github.com/qgallouedec""><code>@​qgallouedec</code></a></li>
<li>Merge conflicts – Fix merge conflicts from previous changes by <a href=""https://github.com/vasqu""><code>@​vasqu</code></a></li>
<li>MXFP4 / CPU device_map – Default to dequantize when CPU is in device_map (<a href=""https://redirect.github.com/huggingface/transformers/issues/39993"">#39993</a>) by <a href=""https://github.com/MekkCyber""><code>@​MekkCyber</code></a></li>
<li>GPT Big Code – Fix attention scaling (<a href=""https://redirect.github.com/huggingface/transformers/issues/40041"">#40041</a>) by <a href=""https://github.com/vasqu""><code>@​vasqu</code></a></li>
<li>Windows compatibility – Resolve Triton version check compatibility (<a href=""https://redirect.github.com/huggingface/transformers/issues/39986"">#39986</a>) by <a href=""https://github.com/Tsumugii24""><code>@​Tsumugii24</code></a> <a href=""https://github.com/MekkCyber""><code>@​MekkCyber</code></a></li>
<li>Gemma3n model – Add missing None default values for get_placeholder_mask (<a href=""https://redirect.github.com/huggingface/transformers/issues/39991"">#39991</a>, <a href=""https://redirect.github.com/huggingface/transformers/issues/40024"">#40024</a>) by <a href=""https://github.com/Znerual""><code>@​Znerual</code></a></li>
<li>Fuyu model – Fix broken image inference (<a href=""https://redirect.github.com/huggingface/transformers/issues/39915"">#39915</a>) by <a href=""https://github.com/Isotr0py""><code>@​Isotr0py</code></a></li>
<li>PerceptionLM – Fix missing video inputs (<a href=""https://redirect.github.com/huggingface/transformers/issues/39971"">#39971</a>) by <a href=""https://github.com/shuminghu""><code>@​shuminghu</code></a></li>
<li>Idefics – Fix device mismatch (<a href=""https://redirect.github.com/huggingface/transformers/issues/39981"">#39981</a>) by <a href=""https://github.com/zucchini-nlp""><code>@​zucchini-nlp</code></a></li>
<li>Triton kernels – Remove triton_kernels dependency in favor of included kernels (<a href=""https://redirect.github.com/huggingface/transformers/issues/39926"">#39926</a>) by <a href=""https://github.com/SunMarc""><code>@​SunMarc</code></a></li>
<li>GPT-OSS MXFP4 – Enable on older hardware (sm75+) (<a href=""https://redirect.github.com/huggingface/transformers/issues/39940"">#39940</a>) by <a href=""https://github.com/matthewdouglas""><code>@​matthewdouglas</code></a> <a href=""https://github.com/SunMarc""><code>@​SunMarc</code></a></li>
<li>MXFP4 quantizer – Allow CPU inference with dequantize option (<a href=""https://redirect.github.com/huggingface/transformers/issues/39953"">#39953</a>) by <a href=""https://github.com/returnL""><code>@​returnL</code></a></li>
</ul>
<h2>CI &amp; Build</h2>
<ul>
<li>CI stability – Post-GPT-OSS fixes for green CI (<a href=""https://redirect.github.com/huggingface/transformers/issues/39929"">#39929</a>) by <a href=""https://github.com/gante""><code>@​gante</code></a> <a href=""https://github.com/LysandreJik""><code>@​LysandreJik</code></a></li>
</ul>
<!-- raw HTML omitted -->
</blockquote>
<p>... (truncated)</p>
</details>
<details>
<summary>Commits</summary>
<ul>
<li><a href=""https://github.com/huggingface/transformers/commit/e7d351cebad5f6dcdd169b0c034fdee0a000e6a9""><code>e7d351c</code></a> Release: v4.56.0</li>
<li><a href=""https://github.com/huggingface/transformers/commit/1067577ad204e649514ff3a5d3af0f7d52a63f14""><code>1067577</code></a> fix gpt-oss out shape (<a href=""https://redirect.github.com/huggingface/transformers/issues/40535"">#40535</a>)</li>
<li><a href=""https://github.com/huggingface/transformers/commit/7efb4c87ca3ed1a8d8c96f3f158f27f693f78b38""><code>7efb4c8</code></a> Flaky CI is annoying (<a href=""https://redirect.github.com/huggingface/transformers/issues/40543"">#40543</a>)</li>
<li><a href=""https://github.com/huggingface/transformers/commit/828a27fd326e49d4a1c4b08210bfd32c107facc9""><code>828a27f</code></a> Fix gpt-oss rope warning  (<a href=""https://redirect.github.com/huggingface/transformers/issues/40550"">#40550</a>)</li>
<li><a href=""https://github.com/huggingface/transformers/commit/74a24217f5a09cdd514e7a72af177bf61569cac6""><code>74a2421</code></a> Add bfloat16 support detection for MPS in is_torch_bf16_gpu_available() (<a href=""https://redirect.github.com/huggingface/transformers/issues/40458"">#40458</a>)</li>
<li><a href=""https://github.com/huggingface/transformers/commit/ffdd10fcedb1ab4f9217ac645b2e0dbe03623a53""><code>ffdd10f</code></a> Allow compression on meta device (<a href=""https://redirect.github.com/huggingface/transformers/issues/39039"">#39039</a>)</li>
<li><a href=""https://github.com/huggingface/transformers/commit/f0e778112fe6438f25142960fc4a3781c5e32566""><code>f0e7781</code></a> Clean-up kernel loading and dispatch (<a href=""https://redirect.github.com/huggingface/transformers/issues/40542"">#40542</a>)</li>
<li><a href=""https://github.com/huggingface/transformers/commit/f68eb5f135bc403a3e00ac3736c35c5e041e685a""><code>f68eb5f</code></a> Redundant code removal (<a href=""https://redirect.github.com/huggingface/transformers/issues/40534"">#40534</a>)</li>
<li><a href=""https://github.com/huggingface/transformers/commit/d888bd435d0c0eaabaabad5b33d52af518c7187c""><code>d888bd4</code></a> Fix typos (<a href=""https://redirect.github.com/huggingface/transformers/issues/40511"">#40511</a>)</li>
<li><a href=""https://github.com/huggingface/transformers/commit/11a6b95553d99d153710dfd1e64facb9e4f85219""><code>11a6b95</code></a> Oupsy  (<a href=""https://redirect.github.com/huggingface/transformers/issues/40544"">#40544</a>)</li>
<li>Additional commits viewable in <a href=""https://github.com/huggingface/transformers/compare/v4.54.0...v4.56.0"">compare view</a></li>
</ul>
</details>
<br />


[![Dependabot compatibility score](https://dependabot-badges.githubapp.com/badges/compatibility_score?dependency-name=transformers&package-manager=pip&previous-version=4.54.0&new-version=4.56.0)](https://docs.github.com/en/github/managing-security-vulnerabilities/about-dependabot-security-updates#about-compatibility-scores)

Dependabot will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting `@dependabot rebase`.

[//]: # (dependabot-automerge-start)
[//]: # (dependabot-automerge-end)

---

<details>
<summary>Dependabot commands and options</summary>
<br />

You can trigger Dependabot actions by commenting on this PR:
- `@dependabot rebase` will rebase this PR
- `@dependabot recreate` will recreate this PR, overwriting any edits that have been made to it
- `@dependabot merge` will merge this PR after your CI passes on it
- `@dependabot squash and merge` will squash and merge this PR after your CI passes on it
- `@dependabot cancel merge` will cancel a previously requested merge and block automerging
- `@dependabot reopen` will reopen this PR if it is closed
- `@dependabot close` will close this PR and stop Dependabot recreating it. You can achieve the same result by closing it manually
- `@dependabot show <dependency name> ignore conditions` will show all of the ignore conditions of the specified dependency
- `@dependabot ignore this major version` will close this PR and stop Dependabot creating any more for this major version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this minor version` will close this PR and stop Dependabot creating any more for this minor version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this dependency` will close this PR and stop Dependabot creating any more for this dependency (unless you reopen the PR or upgrade to it yourself)


</details>

cc @seemethere @malfet @pytorch/pytorch-dev-infra @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @ipiszy @chenyang78 @kadeng @muchulee8 @amjames @chauhang @aakhundov @coconutruben @Lucaskabela",2025-09-03 13:50:07+00:00,2025-09-19T09:50:44Z,2025-09-19T09:50:36Z,True,13,0,9,71,51,25,13,2025-09-19 09:50:36+00:00,96,11226,False,True,False,True,True,False,25,7,1337,105731,66901,38830,2,9,2.0,7.0,2025-09-03T19:45:58Z,pytorch
162062,closed,Update torch-xpu-ops commit pin,CuiYifeng,"Update the torch-xpu-ops commit to [intel/torch-xpu-ops@83c5a5](https://github.com/intel/torch-xpu-ops/commit/83c5a5a5516d498dde2ae131ca2d10a4abb94cfb), includes:

- Revert ""Disable xccl timer avoid drlm hang"" because XPU time event issue has been fixed
- Fallback lu_factor kernel to CPU for single batch
- Enable aten::linalg_inv and aten::linalg_inv_ex on XPU",2025-09-03 13:45:44+00:00,2025-09-04T17:06:40Z,,False,3,0,1,1,1,1,3,2025-09-04 17:05:36+00:00,31,362,False,True,False,False,False,False,1,2,493,2,1,1,1,1,2.0,2.0,2025-09-04T14:20:11Z,pytorch
162059,closed,enable float32 and float16 in `torch._grouped_mm` fallback,vkuzo,"Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* #162159
* __->__ #162059
* #161717
* #161407

Summary:

Enables `torch.float32` and `torch.float16` options in
`torch._grouped_mm`. Note that the fast path is only enabled if `mat_a`,
`mat_b`, and `out_dtype` are `torch.bfloat16`.

Saving for future PRs:
1. enabling testing on more platforms
2. supporting out_dtype != mat_a.dtype
3. opinfo
4. better compile support

Test Plan:

```bash
// on A100 and H100
pytest test/test_matmul_cuda.py -s -k test_grouped_gemm -x
// on H100
pytest test/test_matmul_cuda.py -s -k test_scaled_grouped_gemm -x
```

Reviewers:

Subscribers:

Tasks:

Tags:",2025-09-03 13:34:00+00:00,2025-09-04T17:50:05Z,,False,5,2,3,40,26,4,7,2025-09-04 17:48:57+00:00,58,667,False,False,False,False,False,False,4,4,1110,72431,43103,29328,1,3,4.0,4.0,2025-09-03T20:59:59Z,pytorch
162058,closed,[inductor] fix split_aot_inductor_output_path on Windows.,xuhancn,"fix split_aot_inductor_output_path on Windows.


cc @peterjc123 @mszhanyi @skyline75489 @nbcsm @iremyux @Blackhex @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @ipiszy @chenyang78 @kadeng @muchulee8 @amjames @chauhang @aakhundov @coconutruben",2025-09-03 13:27:54+00:00,2025-09-03T16:54:45Z,,False,3,0,2,7,1,1,3,2025-09-03 16:53:42+00:00,57,312,False,True,False,False,False,False,1,2,493,10,8,2,1,2,3.0,2.0,2025-09-03T15:57:55Z,pytorch
162056,open,Expand on autotune support for persistent reduction kernels,jataylo,"After the removal of want_no_x_dim for persistent reduction kernels, we can improve the autotuning setup for persistent reduction kernels.

Currently even with tuning enable, filtering will only try a single config in many cases. Avoid filtering with autotune mode, and override MAX_BLOCK limit. Also we always include tiny_config when autotuning is enabled.

cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @ipiszy @chenyang78 @kadeng @muchulee8 @amjames @chauhang @aakhundov @coconutruben",2025-09-03 10:32:59+00:00,2025-09-23T17:27:48Z,,False,7,0,10,32,14,1,7,,59,561,False,False,False,False,True,False,1,3,473,100,59,41,1,10,2.0,3.0,2025-09-23T13:57:03Z,pytorch
162055,closed,fixed typo error,rohit-kumar-manav,"Fixes #162054


cc @ezyang @SherlockNoMad @EikanWang @jgong5 @wenzhe-nrv",2025-09-03 09:55:10+00:00,2025-09-05T00:17:18Z,,False,7,0,1,1,1,1,7,2025-09-04 00:07:01+00:00,16,72,False,True,False,False,False,False,1,5,1001,2,1,1,1,1,4.0,6.0,2025-09-03T10:56:58Z,pytorch
162053,open,[Inductor] Naive foreach autotune support,jataylo,"Initial autotuning support for foreach kernels, 4x improvement for some kernels in internal workload. More improvements can surely be made here in the future. Removing num_warps for definition to enable autotune support in generated wrapper code.

Before:
triton_for_fused_18.kd 🔍 | 4.986 ms | 4.986 ms | 2.493 ms | 2 |  
triton_for_fused_6.kd 🔍 | 0.098 ms | 0.098 ms | 0.049 ms | 2 |  
triton_for_fused_7.kd 🔍 | 0.036 ms | 0.036 ms | 0.018 ms | 2 |  

After:
triton_for_fused_18.kd 🔍 | 1.273 ms | 1.273 ms | 0.636 ms | 2 |  
triton_for_fused_6.kd 🔍 | 0.044 ms | 0.044 ms | 0.022 ms | 2 |  
triton_for_fused_7.kd 🔍 | 0.024 ms | 0.024 ms | 0.012 ms | 2 |  

cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @ipiszy @chenyang78 @kadeng @muchulee8 @amjames @chauhang @aakhundov @coconutruben @mlazos",2025-09-03 09:48:19+00:00,2025-09-24T18:23:47Z,,False,11,2,4,14,3,2,13,,41,866,False,False,False,False,True,False,2,9,1688,25,18,7,1,4,4.0,9.0,2025-09-08T16:59:32Z,pytorch
162052,open,[ROCm] Add inductor codegen support for fast tanh path,jataylo,"Requires triton 2.9 bump to triton 3.5 first. Will improve tanh performance on ROCm.


cc @jeffdaily @sunway513 @jithunnair-amd @pruthvistony @ROCmSupport @dllehr-amd @hongxiayang @naromero77amd @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @ipiszy @chenyang78 @kadeng @muchulee8 @amjames @chauhang @aakhundov @coconutruben",2025-09-03 09:41:40+00:00,2025-09-23T17:27:27Z,,False,10,0,6,8,2,1,10,,54,393,False,False,False,False,True,False,1,8,2660,76724,57297,19427,1,6,3.0,8.0,2025-09-03T20:13:24Z,pytorch
162051,closed,Adding missing example of torch.full_like Issue#161899,vishalgoyal316,"Fixes #161899
",2025-09-03 08:50:05+00:00,2025-09-04T08:51:47Z,,False,4,0,1,18,0,1,4,2025-09-04 08:45:53+00:00,54,14,False,True,False,False,False,False,1,3,534,18,18,0,1,1,3.0,3.0,2025-09-03T09:54:17Z,pytorch
162050,open,[OpenReg] Add AMP Integration guide for accelerators,zeshengzong,"Fix part of #158917

Add AMP integration document and OpenReg code as example to explain steps of integration.",2025-09-03 08:45:11+00:00,2025-09-15T16:36:42Z,,False,3,14,12,146,0,6,17,,52,110,False,True,False,True,False,False,6,2,475,212,179,33,2,12,1.0,2.0,2025-09-12T07:02:48Z,pytorch
162047,closed,Add missing `tags` parameter to `custom_op` overload signatures,SigureMo,It appears to be an omission in #149782.,2025-09-03 07:32:04+00:00,2025-09-13T20:15:50Z,,False,13,2,2,2,0,1,15,2025-09-13 19:57:27+00:00,63,40,False,False,False,False,False,False,1,12,2745,6,4,2,2,2,4.0,12.0,2025-09-03T16:29:33Z,pytorch
162046,closed,[OpenReg] Update the docs about Accelerator Integration,FFFrog,"Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* #160101
* #161918
* #161917
* __->__ #162046

Fix the issue describled by this [comment](https://github.com/pytorch/pytorch/pull/161845#discussion_r2317299390)",2025-09-03 07:09:52+00:00,2025-09-10T08:01:18Z,,False,3,0,3,12,16,1,3,2025-09-10 07:45:10+00:00,55,237,False,True,False,True,False,False,1,2,499,12268,8509,3759,1,3,3.0,3.0,2025-09-09T20:36:30Z,pytorch
162045,open,[1/N] Port distributed shared test files for Intel GPU,libohao1201,"For https://github.com/pytorch/pytorch/issues/114850, we will port 1 distributed test to Intel GPU.

In this PR we will port 1 distributed shard test files.
We could enable Intel GPU with following methods and try the best to keep the original code styles:

- use ""torch.accelerator.current_accelerator()"" to determine the accelerator backend
- use ""requires_accelerator_dist_backend()"" to replace requires_nccl()
- use ""torch.accelerator.device_count()"" to get the number of accelerator 
- enabled XPU for some test path

cc @H-Huang @awgu @wanchaol @fegin @fduwjj @wz337 @wconstab @d4l3k @pragupta @ezyang @msaroufim @dcci @gujinghui @EikanWang @fengyuan14 @guangyey",2025-09-03 07:07:28+00:00,2025-09-17T07:40:03Z,,False,2,10,1,106,82,1,12,,54,668,False,False,False,False,False,False,1,0,0,188,106,82,1,1,2.0,0.0,2025-09-16T10:17:53Z,pytorch
162044,closed,[ROCm] Use MI325 (gfx942) runners for binary smoke testing,jithunnair-amd,"### Motivation

* MI250 Cirrascale runners are currently having network timeout leading to huge queueing of binary smoke test jobs: 
<img width=""483"" height=""133"" alt=""image"" src=""https://github.com/user-attachments/assets/17293002-78ad-4fc9-954f-ddd518bf0a43"" />

* MI210 Hollywood runners (with runner names such as `pytorch-rocm-hw-*`) are not suitable for these jobs, because they seem to take much longer to download artifacts: https://github.com/pytorch/pytorch/pull/153287#issuecomment-2918420345 (this is why these jobs were specifically targeting Cirrascale runners). However, it doesn't seem like Cirrascale runners are necessarily doing much better either e.g. [this recent build](https://github.com/pytorch/pytorch/actions/runs/17332256791/job/49231006755).
* Moving to MI325 runners should address the stability part at least, while also reducing load on limited MI2xx runner capacity. 
* However, I'm not sure if the MI325 runners will do any better on the artifact download part (this may need to be investigated more) cc @jeffdaily @sunway513 @pruthvistony @ROCmSupport @dllehr-amd @jataylo @hongxiayang @naromero77amd @amdfaa

* Also removing `ciflow/binaries` and `ciflow/binaries_wheel` label/tag triggers for `generated-linux-binary-manywheel-rocm-main.yml` because we already trigger ROCm binary build/test jobs via these labels/tags in `generated-linux-binary-manywheel-nightly.yml`. And for developers who want to trigger ROCm binary build/test jobs on their PRs, they can use the `ciflow/rocm-mi300` label/tag as per this PR.


### TODOs (cc @amdfaa):
* Check that the workflow runs successfully on the MI325 runners in this PR. Note how long the test jobs take esp. the ""Download Build Artifacts"" step
* Once this PR is merged, clear the queue of jobs targeting `linux.rocm.gpu.mi250`

cc @jeffdaily @sunway513 @pruthvistony @ROCmSupport @dllehr-amd @jataylo @hongxiayang @naromero77amd",2025-09-03 06:54:59+00:00,2025-09-05T21:41:04Z,,False,8,0,5,20,24,5,8,2025-09-03 18:34:09+00:00,58,1911,False,False,False,False,False,False,5,7,2019,44,20,24,2,5,4.0,7.0,2025-09-03T15:36:44Z,pytorch
162043,closed,[OpenReg] Update the docs about Accelerator Integration,FFFrog,"Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* (to be filled)

Fix the issue describled by this [comment](https://github.com/pytorch/pytorch/pull/161845#discussion_r2317299390)",2025-09-03 06:47:46+00:00,2025-09-04T09:19:32Z,,False,1,0,1,12,16,1,1,2025-09-04 09:19:32+00:00,55,207,False,True,False,True,False,False,1,0,0,28,12,16,1,1,,,,pytorch
162042,open,Update ctc loss docs float32 input required for CuDNN,redwrasse,"Discovered while working on https://github.com/pytorch/pytorch/pull/159106 the non-obvious requirement that inputs must be float32 to use CuDNN (https://github.com/pytorch/pytorch/pull/159106#issuecomment-3189981705), otherwise the native CUDA implementation is called.

Updates the docs.

",2025-09-03 06:40:23+00:00,2025-09-19T20:46:08Z,,False,10,1,2,3,2,1,11,,53,290,False,False,False,True,False,False,1,8,1911,7,4,3,1,2,2.0,9.0,2025-09-05T15:49:23Z,pytorch
162041,closed,[AsyncTP] Use assertEqual instead of allClose for bf16 tests,fegin,"Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* __->__ #162041
* #162040


The async tp result and regular MM result are very close. If we adjust the allclose threshold, the test succeeds. This seems to indicate that the error is from numerical error of low precision.

cc @H-Huang @awgu @wanchaol @fduwjj @wz337 @wconstab @d4l3k @pragupta @ezyang @msaroufim",2025-09-03 05:52:56+00:00,2025-09-08T16:14:00Z,,False,3,3,5,1,1,1,6,2025-09-08 16:12:56+00:00,60,388,False,False,False,False,False,False,1,2,493,80383,46744,33639,1,5,4.0,2.0,2025-09-03T15:25:25Z,pytorch
162040,closed,[AsyncTP] Fixes AsyncMM,fegin,"Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* #162041
* __->__ #162040

The original implementation set beta to be 1, which cause the out (C) being added to the the output. Thus if the output is not initialized as zero beforehand, the output can be incorrect.

Removing the alpha and beta fixes the issue.

Thanks @ngimel to figure out the root cause.

cc @H-Huang @awgu @wanchaol @fduwjj @wz337 @wconstab @d4l3k @pragupta @ezyang @msaroufim",2025-09-03 05:52:53+00:00,2025-09-08T10:55:08Z,,False,10,0,5,4,1,2,10,2025-09-08 10:54:03+00:00,23,473,False,True,False,False,False,False,2,9,1752,80375,46740,33635,1,5,4.0,9.0,2025-09-03T15:31:18Z,pytorch
162038,open,Fix formatting in error message for custom_op `mutates_args` validation,SigureMo,"Add the missing <code>`</code> and whitespace.
",2025-09-03 03:33:12+00:00,2025-09-03T20:33:39Z,,False,2,0,1,1,1,1,2,,71,47,False,True,False,False,False,False,1,0,9,2,1,1,1,1,1.0,1.0,2025-09-03T16:30:27Z,pytorch
162037,closed,Optimize AMP custom_backend_name error message,zeshengzong,"Print out amp target dtype and let custom backend easier find out expected dtype while integration.

## Test Result

### Before
```python
In [1]: import torch
   ...: import torch_openreg
   ...: 
   ...: a = torch.randn(3, 4)
   ...: b = torch.randn(4, 2)
   ...: with torch.autocast(""openreg"", dtype=torch.float16):
   ...:     torch.mm(a, b)
   ...: 
/home/coder/code/pytorch/torch/amp/autocast_mode.py:332: UserWarning: In openreg autocast, but the target dtype is not supported. Disabling autocast.
 openreg Autocast only supports dtypes of torch.float32 currently.
  warnings.warn(error_message
```

### After
```python
In [1]: import torch
   ...: import torch_openreg
   ...: 
   ...: a = torch.randn(3, 4)
   ...: b = torch.randn(4, 2)
   ...: with torch.autocast(""openreg"", dtype=torch.float16):
   ...:     torch.mm(a, b)
   ...: 

/home/coder/code/pytorch/torch/amp/autocast_mode.py:332: UserWarning: In openreg autocast, but the target dtype torch.float16 is not supported. Disabling autocast.
 openreg Autocast only supports dtypes of torch.float32 currently.
  warnings.warn(error_message)
```


cc @mcarilli @ptrblck @leslie-fang-intel @jgong5",2025-09-03 03:00:45+00:00,2025-09-04T08:29:05Z,,False,7,0,1,1,1,1,7,2025-09-04 08:28:01+00:00,46,1159,False,False,False,False,False,False,1,6,1422,2,1,1,1,1,3.0,6.0,2025-09-03T03:21:00Z,pytorch
162035,closed,[SymmMem][CI] Make sure group names are consistent,kwen2501,"Stack from [ghstack](https://github.com/ezyang/ghstack) (oldest at bottom):
* __->__ #162035

Unblocking #161741

cc @H-Huang @awgu @wanchaol @fegin @fduwjj @wz337 @wconstab @d4l3k @pragupta",2025-09-03 01:43:46+00:00,2025-09-03T20:41:31Z,,False,5,0,1,15,8,1,5,2025-09-03 20:40:27+00:00,50,190,False,False,False,False,False,False,1,4,686,23,15,8,1,1,4.0,5.0,2025-09-03T01:46:17Z,pytorch
162034,closed,[Inductor UT][Intel GPU] Align the _has_sufficient_memory check with CUDA,hoshibara,"Fixes the issue caused by #143553.
Align the _has_sufficient_memory check with CUDA.


cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @ipiszy @chenyang78 @kadeng @muchulee8 @amjames @chauhang @aakhundov @coconutruben",2025-09-03 01:40:49+00:00,2025-09-03T15:35:22Z,,False,5,0,2,9,3,2,5,2025-09-03 15:35:22+00:00,73,288,False,True,False,False,False,False,2,3,256,12,9,3,1,2,1.0,3.0,2025-09-03T01:52:58Z,pytorch
162033,open,[RFC] Switch all of c10d to use .h instead of .hpp,ezyang,"Stack from [ghstack](https://github.com/ezyang/ghstack/tree/0.11.0) (oldest at bottom):
* __->__ #162033

It would have saved me some grief in our internal build system if the headers
were .h instead of .hpp, since the .hpp were missed by some .h only globs.  I
did this with claude code so no big deal if it is rejected.

Signed-off-by: Edward Yang <ezyang@meta.com>

cc @H-Huang @awgu @wanchaol @fegin @fduwjj @wz337 @wconstab @d4l3k @pragupta",2025-09-03 01:36:45+00:00,2025-09-18T13:34:02Z,,False,12,0,1,11559,11351,185,12,,50,445,False,False,False,False,False,False,185,11,2125,22910,11559,11351,1,1,5.0,12.0,2025-09-03T04:09:33Z,pytorch
