pr_number,title,state,merged,created_at,closed_at,updated_at,author,author_is_collaborator,additions,deletions,changed_files,commits,comments,review_comments,file_types_count,directories_count,total_changes,first_review_at,time_to_close_days,response_time_days,review_count,approval_count,change_request_count,reviewer_count,test_files_count,test_changes,doc_files_count,config_files_count,title_length,description_length,has_description,label_count,milestone,is_fork,ahead_by,behind_by,mergeable,mergeable_state,rebaseable,assignees_count,has_test,has_bug,has_feature,has_improve,has_document,has_refactor,directories,language_types,file_types,lines_added,lines_deleted,segs_added,segs_deleted,segs_changed,files_added,files_deleted,files_changed,change_num,files_modified,is_core_member,prev_PRs,title_words,body_words
162003,[SymmMem] Better tuning of A2AV based on accurate node boundary,closed,False,2025-09-02 20:26:22,2025-09-09 04:18:19,2025-09-09 04:21:16,kwen2501,0.0,39,23,2,3,3,6,2.0,1.0,33238,2025-09-03 17:42:12,6.327743055555556,0.8859953703703703,5.0,2.0,0.0,5.0,0.0,,0.0,0.0,63,396,True,5.0,,False,,,1.0,clean,0.0,0,False,True,False,False,False,False,1.0,,,39,23,7.0,5.0,5.0,1.0,0.0,2,33238,1.0,0.0,4.0,10,51
162005,[aot-compile] strip internal tracebacks for non-verbose graph breaks + include user file/lineno,closed,False,2025-09-02 20:36:27,2025-09-03 23:19:50,2025-09-03 23:20:53,dolpm,0.0,51,10,2,1,8,2,1.0,2.0,61,2025-09-02 21:14:43,1.113460648148148,0.02657407407407407,4.0,2.0,0.0,4.0,1.0,,0.0,0.0,95,6088,True,5.0,,True,,,,unknown,,0,False,True,False,False,False,False,2.0,,,51,10,5.0,3.0,3.0,0.0,0.0,2,61,2.0,0.0,0.0,12,452
162006,[SymmMem] Use non-blocking version of getmem,closed,False,2025-09-02 20:42:48,2025-09-02 23:55:24,2025-09-02 23:56:27,kwen2501,0.0,6,2,1,1,3,0,1.0,1.0,8,2025-09-02 20:48:11,0.13375,0.003738425925925926,1.0,1.0,0.0,3.0,0.0,,0.0,0.0,44,368,True,5.0,,False,,,1.0,clean,0.0,0,False,False,False,False,False,False,1.0,,,6,2,5.0,3.0,4.0,0.0,0.0,1,8,1.0,0.0,4.0,6,55
162007,[MPS] enable cat op for sparse,closed,False,2025-09-02 20:48:34,2025-09-12 19:07:43,2025-09-12 19:08:47,Isalia20,0.0,2,2,2,1,10,0,2.0,2.0,4,2025-09-02 21:07:19,9.929965277777777,0.01302083333333333,2.0,1.0,0.0,4.0,1.0,,0.0,1.0,30,90,True,9.0,,True,,,,unknown,,0,False,False,False,False,False,False,2.0,,,2,2,4.0,4.0,2.0,0.0,0.0,2,4,2.0,0.0,1.0,6,13
162008,[CPUBLas] Add specialization to maintain good perf,open,False,2025-09-02 21:06:39,,2025-09-12 22:20:26,malfet,0.0,55,0,1,2,1,0,1.0,1.0,86888,2025-09-02 21:17:50,,0.007766203703703704,1.0,1.0,0.0,1.0,0.0,,0.0,0.0,50,187,True,3.0,,False,,,1.0,clean,1.0,0,False,False,False,False,False,False,1.0,,,55,0,3.0,1.0,2.0,0.0,0.0,1,86888,1.0,0.0,169.0,7,19
162009,build: Add fallback commands to setup.py,closed,False,2025-09-02 21:25:13,2025-09-03 02:56:12,2025-09-03 02:57:16,seemethere,0.0,35,0,1,5,9,2,1.0,1.0,51,2025-09-02 21:33:48,0.229849537037037,0.005960648148148148,4.0,2.0,0.0,4.0,0.0,,0.0,0.0,40,727,True,3.0,,False,,,1.0,unstable,0.0,0,False,False,False,False,False,False,1.0,,,35,0,2.0,1.0,1.0,0.0,0.0,1,51,1.0,0.0,66.0,6,111
162010,DO NOT MERGE: testing fallback commands,open,False,2025-09-02 21:25:19,,2025-09-03 01:50:05,seemethere,0.0,53,0,1,5,1,0,1.0,1.0,77,,,,,,,3.04663840096911,1.0,,0.0,1.0,39,261,True,1.0,,False,,,1.0,unstable,1.0,0,False,False,False,False,False,False,1.0,,,53,0,2.0,1.0,1.0,1.0,0.0,1,77,0.0,0.0,66.0,6,34
162011,[SymmMem] Replace unnecessary nvshmemx_collective_launch,open,False,2025-09-02 21:27:30,,2025-09-12 19:33:48,kwen2501,0.0,25,17,3,1,1,5,2.0,1.0,42,2025-09-03 17:37:47,,0.840474537037037,5.0,0.0,0.0,2.0,0.0,,0.0,0.0,56,561,True,3.0,,False,,,1.0,clean,1.0,0,False,False,False,False,False,False,1.0,,,25,17,20.0,20.0,11.0,0.0,0.0,3,42,3.0,0.0,4.0,4,71
162012,[pt2e] Avoid getting model device once per node,closed,False,2025-09-02 21:35:26,2025-09-04 18:31:50,2025-09-04 18:31:55,andrewor14,0.0,87,13,5,1,2,0,1.0,3.0,100,2025-09-04 18:31:51,1.8725,1.872511574074074,,,,1.0,0.0,,0.0,0.0,47,518,True,3.0,,False,,,1.0,clean,0.0,0,False,False,False,False,False,False,3.0,,,87,13,42.0,18.0,34.0,0.0,0.0,5,100,5.0,0.0,1.0,8,69
162013,Fix dynamic shapes,open,False,2025-09-02 21:54:34,,2025-09-04 13:56:14,tugsbayasgalan,0.0,2,12,2,4,5,1,1.0,2.0,45713,2025-09-02 23:03:06,,0.0475925925925926,1.0,0.0,0.0,3.0,1.0,,0.0,0.0,18,486,True,5.0,,False,,,1.0,unstable,0.0,0,False,True,False,False,False,False,2.0,,,2,12,3.0,13.0,11.0,0.0,0.0,2,45713,2.0,0.0,27.0,3,49
162014,[inductor] pdl: enable launch and deduplicate waits,open,False,2025-09-02 22:04:28,,2025-09-25 01:07:06,v0i0,0.0,51,3,3,8,7,6,1.0,2.0,167430,2025-09-02 22:09:32,,0.003518518518518518,7.0,1.0,0.0,3.0,0.0,,0.0,1.0,51,315,True,4.0,,False,,,1.0,clean,0.0,1,False,False,False,False,False,False,2.0,,,51,3,14.0,5.0,10.0,0.0,0.0,3,167430,3.0,0.0,0.0,7,31
162015,[c10d] Lessen density of barrier warning,closed,False,2025-09-02 22:06:24,2025-09-03 02:20:56,2025-09-03 02:21:59,kwen2501,0.0,11,11,2,2,3,3,2.0,2.0,24,2025-09-02 22:25:20,0.1767592592592593,0.01314814814814815,3.0,2.0,0.0,4.0,0.0,,0.0,0.0,40,232,True,4.0,,False,,,1.0,clean,0.0,0,False,False,False,False,False,False,2.0,,,11,11,4.0,4.0,2.0,0.0,0.0,2,24,2.0,0.0,4.0,6,30
162016,Support custom callback functions in schedule,open,False,2025-09-02 22:25:39,,2025-09-08 21:20:41,H-Huang,0.0,299,23,2,4,1,1,1.0,2.0,509,,,,,,,3.04663840096911,1.0,,0.0,0.0,45,1001,True,3.0,,False,,,1.0,clean,0.0,0,False,False,False,False,False,False,2.0,,,299,23,22.0,21.0,12.0,0.0,0.0,2,509,2.0,0.0,19.0,6,130
162017,[inductor] performance model interface,closed,False,2025-09-02 22:29:20,2025-09-18 17:05:42,2025-09-18 17:05:42,coconutruben,0.0,1356,0,10,22,9,0,1.0,3.0,107748,2025-09-02 22:34:39,15.77525462962963,0.00369212962962963,,,,1.0,2.0,,0.0,1.0,38,1714,True,4.0,,False,,,1.0,unstable,0.0,0,False,False,False,False,False,False,3.0,,,1356,0,20.0,10.0,10.0,7.0,0.0,10,107748,3.0,0.0,0.0,4,241
162018,[torch elastic] support pid in log prefix template,open,False,2025-09-02 22:35:09,,2025-09-09 03:40:57,xunnanxu,0.0,113,48,5,1,9,0,1.0,4.0,161,,,,,,,3.04663840096911,0.0,,0.0,0.0,50,684,True,3.0,,True,,,,unknown,,0,False,True,False,False,True,False,4.0,,,113,48,36.0,27.0,29.0,0.0,0.0,5,161,5.0,0.0,0.0,8,96
162020,[inductor] Fix int64 from MutationOutput Buffer,closed,False,2025-09-02 22:43:57,2025-09-04 09:48:01,2025-09-04 09:49:04,yushangdi,0.0,81,0,3,1,10,4,1.0,3.0,81,2025-09-03 00:51:51,1.461157407407407,0.08881944444444445,6.0,2.0,0.0,5.0,1.0,,0.0,0.0,47,985,True,8.0,,True,,,,unknown,,0,False,True,False,False,False,False,3.0,,,81,0,8.0,3.0,5.0,0.0,0.0,3,81,3.0,0.0,1.0,6,131
162021,[FSDP][Collectives] skipping reduce_scatter when world size is 1,closed,False,2025-09-02 22:54:44,2025-09-16 17:18:10,2025-09-16 17:19:15,anshul-si,0.0,38,24,3,6,3,1,1.0,3.0,59306,2025-09-03 17:36:34,13.76627314814815,0.779050925925926,2.0,1.0,0.0,4.0,2.0,,0.0,0.0,64,1093,True,5.0,,False,,,1.0,clean,0.0,0,False,True,False,False,False,False,3.0,,,38,24,14.0,12.0,8.0,0.0,0.0,3,59306,3.0,0.0,0.0,8,138
162022,[FP8][cuBLAS][H100] only test fp32 outputs for rowwise `_scaled_mm` on H100,closed,False,2025-09-02 23:06:40,2025-09-19 15:18:17,2025-09-19 15:19:22,eqy,0.0,25,13,1,1,3,2,1.0,1.0,38,2025-09-18 14:09:28,16.6747337962963,15.62694444444444,3.0,1.0,0.0,3.0,1.0,,0.0,0.0,75,145,True,7.0,,True,,,,unknown,,0,False,False,False,False,False,False,1.0,,,25,13,5.0,5.0,1.0,0.0,0.0,1,38,1.0,0.0,14.0,10,22
162023,[dynamo] add error_on_graph_break() to compiler namespace,open,False,2025-09-02 23:21:49,,2025-09-04 20:01:22,williamwen42,0.0,91,59,5,5,1,0,2.0,4.0,52525,,,,,,,3.04663840096911,1.0,,1.0,0.0,57,304,True,3.0,,False,,,1.0,unstable,0.0,0,False,False,False,False,False,False,4.0,,,91,59,58.0,55.0,32.0,0.0,0.0,5,52525,5.0,0.0,2.0,6,32
162024,don't use detect_fake_mode in materialize_as_subgraph,closed,False,2025-09-02 23:24:42,2025-09-02 23:30:44,2025-09-02 23:31:33,ydwu4,0.0,6,2,1,1,2,0,1.0,1.0,8,,0.004189814814814815,,,,,3.04663840096911,0.0,,0.0,0.0,53,144,True,0.0,,False,,,1.0,unstable,0.0,0,False,False,False,False,False,False,1.0,,,6,2,2.0,3.0,2.0,0.0,0.0,1,8,1.0,0.0,1.0,5,19
162025,[hop] refactor check input alias and mutation to be a graph pass,open,False,2025-09-02 23:24:45,,2025-09-23 22:42:42,ydwu4,0.0,76,195,8,6,1,2,1.0,2.0,97559,2025-09-19 12:17:11,,16.53641203703704,3.0,1.0,0.0,2.0,1.0,,0.0,0.0,64,144,True,2.0,,False,,,1.0,unstable,0.0,0,False,False,False,False,False,True,2.0,,,76,195,26.0,28.0,13.0,0.0,0.0,8,97559,8.0,0.0,1.0,12,19
162026,[SymmMem] Increase signal pad size for NVL72,closed,False,2025-09-02 23:54:20,2025-09-04 17:41:41,2025-09-04 17:42:45,kwen2501,0.0,11,1,1,1,3,2,1.0,1.0,12,2025-09-04 17:16:48,1.741215277777778,1.723935185185185,3.0,1.0,0.0,3.0,0.0,,0.0,0.0,44,249,True,5.0,,False,,,1.0,clean,0.0,0,False,False,False,False,False,False,1.0,,,11,1,3.0,2.0,1.0,0.0,0.0,1,12,1.0,0.0,4.0,7,33
162027,[dynamo] add error_on_graph_break kwarg to torch.compile,open,False,2025-09-03 00:02:22,,2025-09-04 04:01:03,williamwen42,0.0,67,17,4,4,2,0,2.0,4.0,52454,,,,,,,3.04663840096911,1.0,,1.0,0.0,56,296,True,2.0,,False,,,1.0,unstable,1.0,0,False,False,False,False,False,False,4.0,,,67,17,21.0,14.0,15.0,0.0,0.0,4,52454,4.0,0.0,2.0,6,31
162028,[ez][inductor] add a few outer dimension reduction cases for LOAF,closed,False,2025-09-03 00:21:20,2025-09-05 09:30:16,2025-09-05 09:31:21,shunting314,0.0,42,0,1,1,3,0,1.0,1.0,42,2025-09-03 22:03:43,2.381203703703703,0.9044328703703703,2.0,2.0,0.0,4.0,1.0,,0.0,0.0,65,578,True,5.0,,False,,,1.0,clean,0.0,0,False,False,False,False,False,False,1.0,,,42,0,3.0,1.0,2.0,0.0,0.0,1,42,1.0,0.0,7.0,10,72
162029,[inductor] Reorder input nodes in pattern matcher,closed,False,2025-09-03 00:48:10,2025-09-09 20:48:50,2025-09-09 20:48:50,angelayi,0.0,156,79,2,1,1,4,1.0,2.0,235,2025-09-03 13:32:32,6.833796296296296,0.5308101851851852,4.0,0.0,0.0,2.0,1.0,,0.0,0.0,49,1779,True,3.0,,False,,,,unknown,,0,False,True,False,False,False,False,2.0,,,156,79,37.0,35.0,8.0,0.0,0.0,2,235,2.0,0.0,8.0,7,220
162030,[inductor] turn on loaf (for oss) by default,closed,False,2025-09-03 00:57:07,2025-09-24 06:02:05,2025-09-24 06:03:09,shunting314,0.0,13,4,3,20,12,0,1.0,3.0,120060,2025-09-09 23:57:28,21.21178240740741,6.958576388888889,2.0,2.0,0.0,4.0,2.0,,0.0,1.0,44,310,True,6.0,,False,,,1.0,unstable,0.0,0,False,False,False,False,False,False,3.0,,,13,4,7.0,6.0,4.0,0.0,0.0,3,120060,3.0,0.0,7.0,8,29
162031,Add Loads from fixed inputs,open,False,2025-09-03 01:14:49,,2025-09-20 05:20:03,drisspg,0.0,280,15,4,15,1,0,2.0,4.0,79525,,,,,,,3.04663840096911,1.0,,0.0,0.0,27,1010,True,3.0,,False,,,1.0,clean,0.0,0,False,True,False,False,False,False,4.0,,,280,15,24.0,15.0,18.0,0.0,0.0,4,79525,4.0,0.0,15.0,5,123
162033,[RFC] Switch all of c10d to use .h instead of .hpp,open,False,2025-09-03 01:36:45,,2025-09-18 13:34:02,ezyang,0.0,11559,11351,185,1,12,0,3.0,5.0,22910,2025-09-03 04:09:33,,0.1061111111111111,1.0,1.0,0.0,5.0,15.0,,0.0,0.0,50,445,True,6.0,,False,,,1.0,unstable,1.0,0,False,False,False,False,False,False,5.0,,,11559,11351,,,,5.0,0.0,185,22910,25.0,0.0,110.0,11,67
162034,[Inductor UT][Intel GPU] Align the _has_sufficient_memory check with CUDA,closed,False,2025-09-03 01:40:49,2025-09-03 15:35:22,2025-09-03 15:35:22,hoshibara,0.0,9,3,2,2,5,0,1.0,2.0,12,2025-09-03 01:52:58,0.5795486111111111,0.0084375,,,,1.0,2.0,,0.0,0.0,73,288,True,4.0,,True,,,,unknown,,0,False,True,False,False,False,False,2.0,,,9,3,5.0,4.0,3.0,0.0,0.0,2,12,2.0,0.0,0.0,9,31
162035,[SymmMem][CI] Make sure group names are consistent,closed,False,2025-09-03 01:43:46,2025-09-03 20:40:27,2025-09-03 20:41:31,kwen2501,0.0,15,8,1,1,5,0,1.0,1.0,23,2025-09-03 01:46:17,0.7893634259259259,0.001747685185185185,2.0,2.0,0.0,4.0,1.0,,0.0,0.0,50,190,True,5.0,,False,,,1.0,clean,0.0,0,False,False,False,False,False,False,1.0,,,15,8,8.0,8.0,3.0,0.0,0.0,1,23,1.0,0.0,4.0,7,21
162037,Optimize AMP custom_backend_name error message,closed,False,2025-09-03 03:00:45,2025-09-04 08:28:01,2025-09-04 08:29:05,zeshengzong,0.0,1,1,1,1,7,0,1.0,1.0,2,2025-09-03 03:21:00,1.227268518518519,0.0140625,1.0,1.0,0.0,3.0,0.0,,0.0,0.0,46,1159,True,6.0,,True,,,,unknown,,0,False,False,False,False,False,False,1.0,,,1,1,2.0,2.0,1.0,0.0,0.0,1,2,1.0,0.0,1.0,5,131
162038,Fix formatting in error message for custom_op `mutates_args` validation,open,False,2025-09-03 03:33:12,,2025-09-03 20:33:39,SigureMo,0.0,1,1,1,1,2,0,1.0,1.0,2,2025-09-03 16:30:27,,0.5397569444444444,1.0,1.0,0.0,1.0,0.0,,0.0,0.0,71,47,True,1.0,,True,,,1.0,blocked,1.0,0,False,True,False,False,False,False,1.0,,,1,1,2.0,2.0,1.0,0.0,0.0,1,2,1.0,0.0,0.0,9,6
162040,[AsyncTP] Fixes AsyncMM,closed,False,2025-09-03 05:52:53,2025-09-08 10:54:03,2025-09-08 10:55:08,fegin,0.0,4,1,2,5,10,0,2.0,2.0,80375,2025-09-03 15:31:18,5.209143518518519,0.4016782407407408,1.0,1.0,0.0,4.0,1.0,,0.0,0.0,23,473,True,5.0,,False,,,1.0,clean,0.0,0,False,True,False,False,False,False,2.0,,,4,1,4.0,3.0,2.0,0.0,0.0,2,80375,2.0,0.0,2.0,3,72
162041,[AsyncTP] Use assertEqual instead of allClose for bf16 tests,closed,False,2025-09-03 05:52:56,2025-09-08 16:12:56,2025-09-08 16:14:00,fegin,0.0,1,1,1,5,3,3,1.0,1.0,80383,2025-09-03 15:25:25,5.430555555555555,0.3975578703703704,5.0,2.0,0.0,4.0,1.0,,0.0,0.0,60,388,True,5.0,,False,,,1.0,clean,0.0,0,False,False,False,False,False,False,1.0,,,1,1,2.0,2.0,1.0,0.0,0.0,1,80383,1.0,0.0,2.0,9,56
162042,Update ctc loss docs float32 input required for CuDNN,open,False,2025-09-03 06:40:23,,2025-09-19 20:46:08,redwrasse,0.0,3,2,1,2,10,1,1.0,1.0,7,2025-09-05 15:49:23,,2.38125,2.0,1.0,0.0,2.0,0.0,,0.0,0.0,53,290,True,6.0,,True,,,,unknown,,0,False,False,False,False,True,False,1.0,,,3,2,3.0,3.0,1.0,0.0,0.0,1,7,1.0,0.0,0.0,9,27
162043,[OpenReg] Update the docs about Accelerator Integration,closed,False,2025-09-03 06:47:46,2025-09-04 09:19:32,2025-09-04 09:19:32,FFFrog,0.0,12,16,1,1,1,0,1.0,1.0,28,,1.105393518518518,,,,,3.04663840096911,0.0,,1.0,0.0,55,207,True,2.0,,False,,,1.0,clean,0.0,0,False,True,False,False,True,False,1.0,,,12,16,6.0,6.0,3.0,0.0,0.0,1,28,1.0,0.0,3.0,7,17
162044,[ROCm] Use MI325 (gfx942) runners for binary smoke testing,closed,False,2025-09-03 06:54:59,2025-09-03 18:34:09,2025-09-05 21:41:04,jithunnair-amd,0.0,20,24,5,5,8,0,3.0,3.0,44,2025-09-03 15:36:44,0.4855324074074074,0.3623263888888889,2.0,2.0,0.0,4.0,0.0,,0.0,3.0,58,1911,True,8.0,,False,,,,unknown,,0,False,False,False,False,False,False,3.0,,,20,24,25.0,26.0,21.0,0.0,0.0,5,44,5.0,0.0,7.0,9,236
162045,[1/N] Port distributed shared test files for Intel GPU,open,False,2025-09-03 07:07:28,,2025-09-17 07:40:03,libohao1201,0.0,106,82,1,1,2,10,1.0,1.0,188,2025-09-16 10:17:53,,13.1322337962963,10.0,0.0,0.0,2.0,1.0,,0.0,0.0,54,668,True,4.0,,True,,,,unknown,,0,False,False,False,False,False,False,1.0,,,106,82,71.0,68.0,22.0,0.0,0.0,1,188,1.0,0.0,0.0,9,87
162046,[OpenReg] Update the docs about Accelerator Integration,closed,False,2025-09-03 07:09:52,2025-09-10 07:45:10,2025-09-10 08:01:18,FFFrog,0.0,12,16,1,3,3,0,1.0,1.0,12268,2025-09-09 20:36:30,7.024513888888889,6.560162037037037,1.0,1.0,0.0,3.0,0.0,,1.0,0.0,55,237,True,4.0,,False,,,1.0,clean,0.0,0,False,True,False,False,True,False,1.0,,,12,16,6.0,6.0,3.0,0.0,0.0,1,12268,1.0,0.0,3.0,7,22
162047,Add missing `tags` parameter to `custom_op` overload signatures,closed,False,2025-09-03 07:32:04,2025-09-13 19:57:27,2025-09-13 20:15:50,SigureMo,0.0,2,0,1,2,13,2,1.0,1.0,6,2025-09-03 16:29:33,10.51762731481482,0.3732523148148148,4.0,2.0,0.0,4.0,0.0,,0.0,0.0,63,40,True,5.0,,True,,,,unknown,,0,False,False,False,False,False,False,1.0,,,2,0,3.0,1.0,2.0,0.0,0.0,1,6,1.0,0.0,0.0,8,8
162050,[OpenReg] Add AMP Integration guide for accelerators,open,False,2025-09-03 08:45:11,,2025-09-15 16:36:42,zeshengzong,0.0,146,0,6,12,3,14,3.0,6.0,212,2025-09-12 07:02:48,,8.928900462962963,16.0,0.0,0.0,1.0,5.0,,3.0,0.0,52,110,True,3.0,,True,,,,unknown,,0,False,True,False,False,True,False,6.0,,,146,0,21.0,13.0,12.0,4.0,0.0,6,212,3.0,0.0,1.0,7,18
162051,Adding missing example of torch.full_like Issue#161899,closed,False,2025-09-03 08:50:05,2025-09-04 08:45:53,2025-09-04 08:51:47,vishalgoyal316,0.0,18,0,1,1,4,0,1.0,1.0,18,2025-09-03 09:54:17,0.9970833333333333,0.04458333333333334,1.0,1.0,0.0,3.0,0.0,,0.0,0.0,54,14,True,4.0,,True,,,,unknown,,0,False,True,False,False,False,False,1.0,,,18,0,2.0,1.0,1.0,0.0,0.0,1,18,1.0,0.0,0.0,6,2
162052,[ROCm] Add inductor codegen support for fast tanh path,open,False,2025-09-03 09:41:40,,2025-09-23 17:27:27,jataylo,0.0,8,2,1,6,10,0,1.0,1.0,76724,2025-09-03 20:13:24,,0.4387037037037037,3.0,2.0,0.0,3.0,0.0,,0.0,0.0,54,393,True,6.0,,True,,,,unknown,,0,False,False,False,True,False,False,1.0,,,8,2,3.0,3.0,2.0,0.0,0.0,1,76724,1.0,0.0,3.0,9,41
162053,[Inductor] Naive foreach autotune support,open,False,2025-09-03 09:48:19,,2025-09-24 18:23:47,jataylo,0.0,14,3,2,4,11,2,1.0,2.0,25,2025-09-08 16:59:32,,5.299456018518518,4.0,2.0,0.0,4.0,0.0,,0.0,0.0,41,866,True,11.0,,True,,,,unknown,,0,False,False,False,True,False,False,2.0,,,14,3,6.0,5.0,2.0,0.0,0.0,2,25,2.0,0.0,3.0,5,142
162055,fixed typo error,closed,False,2025-09-03 09:55:10,2025-09-04 00:07:01,2025-09-05 00:17:18,rohit-kumar-manav,0.0,1,1,1,1,7,0,1.0,1.0,2,2025-09-03 10:56:58,0.5915625,0.04291666666666667,2.0,2.0,0.0,4.0,0.0,,0.0,0.0,16,72,True,5.0,,True,,,,unknown,,0,False,True,False,False,False,False,1.0,,,1,1,2.0,2.0,1.0,0.0,0.0,1,2,1.0,0.0,1.0,3,8
162056,Expand on autotune support for persistent reduction kernels,open,False,2025-09-03 10:32:59,,2025-09-23 17:27:48,jataylo,0.0,32,14,1,10,7,0,1.0,1.0,100,2025-09-23 13:57:03,,20.14171296296296,,,,2.0,0.0,,0.0,0.0,59,561,True,8.0,,True,,,,unknown,,0,False,False,False,True,False,False,1.0,,,32,14,6.0,4.0,3.0,0.0,0.0,1,100,1.0,0.0,3.0,8,71
162058,[inductor] fix split_aot_inductor_output_path on Windows.,closed,False,2025-09-03 13:27:54,2025-09-03 16:53:42,2025-09-03 16:54:45,xuhancn,0.0,7,1,1,2,3,0,1.0,1.0,10,2025-09-03 15:57:55,0.1429166666666667,0.1041782407407407,1.0,1.0,0.0,3.0,0.0,,0.0,0.0,57,312,True,7.0,,True,,,,unknown,,0,False,True,False,False,False,False,1.0,,,7,1,3.0,2.0,1.0,0.0,0.0,1,10,1.0,0.0,2.0,5,29
162059,enable float32 and float16 in `torch._grouped_mm` fallback,closed,False,2025-09-03 13:34:00,2025-09-04 17:48:57,2025-09-04 17:50:05,vkuzo,0.0,40,26,4,3,5,2,3.0,3.0,72431,2025-09-03 20:59:59,1.177048611111111,0.3097106481481481,4.0,2.0,0.0,4.0,1.0,,0.0,0.0,58,667,True,4.0,,False,,,1.0,clean,0.0,0,False,False,False,False,False,False,3.0,,,40,26,21.0,25.0,16.0,0.0,0.0,4,72431,4.0,0.0,85.0,7,87
162062,Update torch-xpu-ops commit pin,closed,False,2025-09-03 13:45:44,2025-09-04 17:05:36,2025-09-04 17:06:40,CuiYifeng,0.0,1,1,1,1,3,0,1.0,1.0,2,2025-09-04 14:20:11,1.138796296296296,1.023923611111111,1.0,1.0,0.0,2.0,0.0,,1.0,0.0,31,362,True,6.0,,True,,,,unknown,,0,False,True,False,False,False,False,1.0,,,1,1,2.0,2.0,1.0,0.0,0.0,1,2,1.0,0.0,0.0,4,39
162063,[Dependabot] Update(deps): Bump transformers from 4.54.0 to 4.56.0 in /.ci/docker/ci_commit_pins,closed,True,2025-09-03 13:50:07,2025-09-19 09:50:36,2025-09-19 09:50:44,dependabot[bot],0.0,71,51,25,9,13,0,2.0,3.0,105731,2025-09-03 19:45:58,15.83366898148148,0.2471180555555555,1.0,1.0,0.0,2.0,0.0,,1.0,0.0,96,11226,True,10.0,,False,,,,unknown,,0,False,True,False,True,True,False,3.0,,,71,51,77.0,76.0,40.0,0.0,0.0,25,105731,25.0,0.0,0.0,10,817
162066,[Reland] Refactor CUDAAllocatorConfig to reuse AcceleratorAllocatorConfig,open,False,2025-09-03 15:14:51,,2025-09-25 07:01:59,guangyey,0.0,250,588,14,5,11,0,4.0,10.0,852,2025-09-09 13:51:23,,5.942037037037037,,,,3.0,1.0,,0.0,4.0,73,5221,True,7.0,,False,,,,unknown,,0,False,False,False,False,False,True,10.0,,,250,588,115.0,113.0,50.0,0.0,0.0,14,852,14.0,0.0,1.0,6,649
162067,"[ROCm] TunableOp should use HIP version, not ROCm version",closed,False,2025-09-03 16:04:56,2025-09-03 21:42:27,2025-09-03 21:43:29,naromero77amd,0.0,9,11,1,2,3,0,1.0,1.0,22,2025-09-03 16:11:28,0.2343865740740741,0.004537037037037037,1.0,1.0,0.0,2.0,0.0,,0.0,0.0,57,118,True,5.0,,True,,,,unknown,,0,False,True,False,False,False,False,1.0,,,9,11,4.0,4.0,1.0,0.0,0.0,1,22,1.0,0.0,2.0,9,11
162068,Update group_batch_fusion.py,open,False,2025-09-03 16:25:39,,2025-09-03 20:34:00,pianpwk,0.0,3,1,1,1,2,0,1.0,1.0,4,,,,,,,3.04663840096911,0.0,,0.0,0.0,28,223,True,2.0,,False,,,,unknown,,0,False,True,False,False,False,False,1.0,,,3,1,3.0,2.0,1.0,0.0,0.0,1,4,1.0,0.0,4.0,2,21
162069,[reland] Add inductor provenance mapping for cpp extern kernel (#161656),closed,False,2025-09-03 16:50:53,2025-09-04 04:18:46,2025-09-04 04:19:48,yushangdi,0.0,62,17,3,1,9,0,1.0,3.0,79,2025-09-03 23:15:16,0.4776967592592593,0.2669328703703704,1.0,1.0,0.0,3.0,1.0,,0.0,0.0,72,410,True,10.0,,True,,,,unknown,,0,False,False,False,False,False,False,3.0,,,62,17,17.0,9.0,11.0,0.0,0.0,3,79,3.0,0.0,1.0,10,41
162072,Relax fences for intrusive ptr's refcnt,closed,False,2025-09-03 17:10:14,2025-09-10 23:17:04,2025-09-10 23:18:07,mcfi,0.0,25,16,1,1,19,17,1.0,1.0,41,2025-09-03 19:59:22,7.254745370370371,0.1174537037037037,14.0,2.0,1.0,7.0,0.0,,0.0,0.0,39,906,True,5.0,,True,,,,unknown,,0,False,False,False,False,False,False,1.0,,,25,16,12.0,13.0,5.0,0.0,0.0,1,41,1.0,0.0,0.0,6,154
162073,"[cuDNN][SDPA] Enable cuDNN SDPA by default for SM 9.0, SM 10.0",closed,False,2025-09-03 17:16:20,2025-09-04 18:46:32,2025-09-04 18:47:37,eqy,0.0,5,4,2,4,3,0,2.0,2.0,11,2025-09-03 17:57:34,1.062638888888889,0.02863425925925926,1.0,1.0,0.0,3.0,1.0,,0.0,0.0,62,66,True,8.0,,True,,,,unknown,,0,False,False,False,False,False,False,2.0,,,5,4,6.0,6.0,2.0,0.0,0.0,2,11,2.0,0.0,14.0,11,9
162075,[inductor][contigous mm] mild refactor,closed,False,2025-09-03 17:19:13,2025-09-05 18:02:56,2025-09-05 18:02:57,coconutruben,0.0,33,14,4,11,6,0,1.0,3.0,13825,2025-09-03 17:21:21,2.030358796296296,0.001481481481481481,2.0,2.0,0.0,4.0,1.0,,0.0,0.0,38,824,True,6.0,,False,,,1.0,clean,0.0,0,False,True,False,False,False,True,3.0,,,33,14,16.0,16.0,11.0,0.0,0.0,4,13825,4.0,0.0,0.0,4,116
